"","ID","Age","Height","Weight","Year","cluster"
"213922",107424,28,176,88,2006,1
"213977",107448,20,175.539605950945,73.953388285543,1956,3
"214080",107493,25,175,73,1964,3
"214112",107508,29,180,79,1992,4
"214113",107508,31,180,79,1994,4
"214234",107559,26,175.539605950945,73.953388285543,1948,3
"214238",107562,26,183,87,1992,1
"214261",107572,27,174,77,1980,3
"214263",107573,30,175.539605950945,73.953388285543,1932,4
"214276",107578,20,170,67,1972,3
"214307",107595,23,175.539605950945,73.953388285543,1948,3
"214325",107606,28,183,100,2002,1
"214394",107627,27,169,64,1998,2
"214581",107730,24,186,86,1976,1
"214582",107730,24,186,86,1976,1
"214584",107732,19,167,68,1972,2
"214585",107732,23,167,68,1976,2
"214674",107776,26,175.539605950945,73.953388285543,1956,3
"214677",107778,23,170,67,1968,2
"214741",107817,25,180,82,1988,3
"214763",107828,31,174,72,2002,4
"214765",107830,35,179,89,2002,4
"214783",107839,29,173,73,1976,4
"214840",107862,27,173,68,1988,3
"214867",107873,19,175.539605950945,73.953388285543,1956,3
"214874",107876,20,178,70,1968,3
"214890",107882,21,172,60,1998,2
"215085",107975,19,175.539605950945,73.953388285543,1948,3
"215093",107976,27,171,64,2002,2
"215099",107976,31,171,64,2006,4
"215269",108069,24,190,100,2010,1
"215304",108090,24,180,82,1972,3
"215382",108134,25,175.539605950945,73.953388285543,1952,3
"215432",108162,25,185,85,2006,1
"215434",108162,33,185,85,2014,1
"215435",108163,25,188,87,2006,1
"215437",108164,21,180,79,1952,3
"215718",108304,22,175.539605950945,73.953388285543,1952,3
"215833",108364,24,182,81,1998,3
"215856",108374,19,171,64,1992,2
"215859",108374,21,171,64,1994,2
"215863",108374,25,171,64,1998,2
"215865",108374,25,171,64,1998,2
"215866",108374,25,171,64,1998,2
"215981",108422,27,182,91,1998,1
"215983",108422,35,182,91,2006,1
"215984",108422,39,182,91,2010,4
"215985",108422,43,182,91,2014,4
"216043",108444,20,161,52,1984,2
"216084",108460,20,162,52,1998,2
"216093",108465,29,182,94,2006,1
"216222",108536,30,183,76,1994,4
"216237",108540,28,161,54,2014,2
"216242",108541,28,162,58,2014,2
"216246",108541,28,162,58,2014,2
"216296",108566,25,188,86,1988,1
"216346",108598,25,180,73,1998,3
"216347",108598,29,180,73,2002,4
"216413",108639,27,178,81,1964,3
"216480",108685,22,176,65,2006,3
"216558",108731,22,178,65,2010,3
"216561",108731,22,178,65,2010,3
"216772",108847,28,160,59,1960,2
"216915",108924,24,168,62,2014,2
"216991",108971,26,171,77,1968,3
"217000",108979,44,175.539605950945,73.953388285543,1924,4
"217046",109005,31,175.539605950945,73.953388285543,1924,4
"217072",109020,19,160,47,1968,2
"217074",109021,28,175.539605950945,73.953388285543,1948,4
"217076",109021,28,175.539605950945,73.953388285543,1948,4
"217147",109066,28,183,76,2010,1
"217198",109097,23,180,79,1972,3
"217199",109097,27,180,79,1976,3
"217343",109166,21,178,73.953388285543,1980,3
"217379",109188,24,181,77,1976,3
"217436",109213,33,191,100,2002,1
"217638",109315,32,178,93,2002,1
"217646",109321,32,185,89,2014,1
"217720",109356,24,180,81,1936,3
"217872",109429,21,175.539605950945,73.953388285543,1932,3
"217873",109429,21,175.539605950945,73.953388285543,1932,3
"217881",109433,33,180,82,2002,4
"217915",109457,23,186,86,1972,1
"217923",109460,26,178,66,1998,3
"218031",109518,29,175.539605950945,73.953388285543,1960,4
"218110",109553,23,160,45,2002,2
"218111",109553,27,160,45,2006,2
"218112",109553,31,160,45,2010,2
"218148",109570,28,178,80,1984,3
"218236",109611,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218240",109613,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218241",109614,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218242",109615,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218243",109616,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218244",109617,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218245",109618,26.0636875439831,175.539605950945,73.953388285543,1924,3
"218348",109661,24,163,60,2002,2
"218386",109677,19,175,66,2014,3
"218472",109730,18,170,64,2014,2
"218501",109742,28,172,63,2014,4
"218516",109752,28,175.539605950945,73.953388285543,1956,4
"218528",109758,17,173,56,2014,2
"218529",109758,17,173,56,2014,2
"218530",109758,17,173,56,2014,2
"218563",109774,39,180,86,2002,4
"218572",109778,23,162,70,1998,2
"218573",109778,23,162,70,1998,2
"218574",109778,27,162,70,2002,2
"218591",109789,20,172,59,2014,2
"218737",109863,22,185,82,2010,3
"218742",109863,26,185,82,2014,1
"218859",109918,20,173,66,1984,3
"218920",109956,26,193,86,2014,1
"219039",110024,26,186,84,1992,1
"219040",110024,32,186,84,1998,1
"219126",110077,27,173,57,2014,2
"219133",110081,23,178,76,1994,3
"219161",110091,23,183,95,2006,1
"219184",110100,32,183,86,1956,1
"219317",110173,24,180,90,2010,1
"219318",110173,28,180,90,2014,1
"219319",110173,28,180,90,2014,1
"219321",110174,26,174,82,2010,3
"219322",110174,30,174,82,2014,4
"219323",110174,30,174,82,2014,4
"219339",110185,25,176,82,1976,3
"219378",110200,26,170,63,2006,2
"219391",110209,24,178,84,1956,3
"219392",110209,28,178,84,1960,1
"219416",110222,27,158,73.953388285543,1964,2
"219477",110250,24,175.539605950945,73.953388285543,1980,3
"219639",110335,38,169,73.953388285543,2014,4
"219771",110404,21,182,76,1998,3
"219772",110404,25,182,76,2002,3
"219786",110411,22,153,50,1972,2
"219804",110415,32,182,75,2006,4
"219820",110419,25,177,62,1998,3
"219856",110443,23,186,91,2014,1
"219890",110462,22,180,86,1980,3
"220106",110574,31,175,65,1948,4
"220264",110635,26,166,63,1972,2
"220267",110635,26,166,63,1972,2
"220428",110714,20,174,68,1998,3
"220765",110882,21,190,91,1932,1
"220906",110958,24,175.539605950945,73.953388285543,1936,3
"220924",110970,24,184,83,1984,1
"220929",110973,27,179,81,1960,3
"221521",111333,26,181,82,1964,1
"221522",111334,29,178,84,1964,1
"221523",111334,29,178,84,1964,1
"221674",111409,27,172,60,2010,2
"221781",111472,27,190,83,1994,1
"221783",111472,27,190,83,1994,1
"221787",111472,31,190,83,1998,1
"221909",111525,20,173,69,2002,3
"221910",111525,24,173,69,2006,3
"222043",111596,24,178,63,1998,3
"222059",111598,28,160,49,2014,2
"222062",111599,25,173,63,1998,2
"222065",111599,25,173,63,1998,2
"222066",111599,29,173,63,2002,4
"222067",111599,29,173,63,2002,4
"222069",111599,29,173,63,2002,4
"222249",111676,26,171,58,1998,2
"222253",111676,30,171,58,2002,4
"222256",111677,23,167,58,1998,2
"222259",111677,27,167,58,2002,2
"222260",111677,27,167,58,2002,2
"222268",111678,24,175,70,1992,3
"222270",111678,34,175,70,2002,4
"222272",111678,34,175,70,2002,4
"222311",111696,20,163,59,1960,2
"222312",111696,20,163,59,1960,2
"222313",111696,24,163,59,1964,2
"222314",111696,24,163,59,1964,2
"222315",111696,24,163,59,1964,2
"222316",111696,24,163,59,1964,2
"222321",111697,22,176,70,1972,3
"222328",111698,27,187,85,2010,1
"222329",111698,27,187,85,2010,1
"222362",111707,29,165,62,2010,2
"222396",111723,31,175,71,2014,4
"222624",111842,34,175.539605950945,73.953388285543,1924,4
"222625",111842,34,175.539605950945,73.953388285543,1924,4
"222626",111842,34,175.539605950945,73.953388285543,1924,4
"222627",111842,38,175.539605950945,73.953388285543,1928,4
"222649",111848,25,171,86,1980,3
"222650",111848,29,171,86,1984,4
"222716",111877,30,175.539605950945,73.953388285543,1948,4
"222760",111896,26,170,73.953388285543,1924,3
"222779",111904,34,175.539605950945,73.953388285543,1952,4
"222842",111931,20,186,94,1992,1
"222843",111931,26,186,94,1998,1
"222856",111937,23,162,54,2010,2
"222886",111943,22,175.539605950945,73.953388285543,1932,3
"222938",111973,23,160,62,2014,2
"223039",112015,23,160,49,2002,2
"223040",112015,27,160,49,2006,2
"223041",112016,20,175,84,1960,3
"223099",112050,32,178,73.953388285543,1924,4
"223101",112052,25,170,85,2002,3
"223163",112086,26,176,72,2014,3
"223171",112091,22,190,100,1992,1
"223172",112091,28,190,100,1998,1
"223210",112111,23,162,53,1976,2
"223211",112111,23,162,53,1976,2
"223212",112111,23,162,53,1976,2
"223213",112111,27,162,53,1980,2
"223215",112111,27,162,53,1980,2
"223217",112111,31,162,53,1984,2
"223218",112111,31,162,53,1984,2
"223221",112111,35,162,53,1988,4
"223222",112111,35,162,53,1988,4
"223224",112111,39,162,53,1992,4
"223234",112118,25,171,75,1964,3
"223271",112131,28,168,59,2006,2
"223273",112131,28,168,59,2006,2
"223274",112131,32,168,59,2010,4
"223311",112152,23,185,85,1988,1
"223312",112152,23,185,85,1988,1
"223313",112152,23,185,85,1988,1
"223319",112152,29,185,85,1994,1
"223321",112152,29,185,85,1994,1
"223322",112152,29,185,85,1994,1
"223326",112152,33,185,85,1998,1
"223329",112154,22,158,48,1972,2
"223346",112164,26,167,60,2002,2
"223506",112252,24,157,56,1998,2
"223525",112262,23,175.539605950945,71,1932,3
"223526",112262,27,175.539605950945,71,1936,3
"223558",112281,19,178,70,1924,3
"223741",112372,26,192,88,1992,1
"223769",112390,22,173,73,2002,3
"223774",112390,26,173,73,2006,3
"224014",112516,26,170,74,2014,3
"224029",112526,25,185,86,2002,1
"224048",112537,29,167,75.5,1998,4
"224076",112552,25,175.539605950945,73.953388285543,1928,3
"224104",112565,21,175.539605950945,73.953388285543,1960,3
"224175",112599,22,175.539605950945,73.953388285543,1994,3
"224372",112704,28,182,77,2006,1
"224376",112704,32,182,77,2010,4
"224381",112705,27,174,64,1976,3
"224383",112706,24,175,85,1984,3
"224384",112706,28,175,85,1988,1
"224416",112719,31,173,76,1980,4
"224495",112764,30,175.539605950945,73.953388285543,1924,4
"224513",112775,25,171,59,1998,2
"224514",112775,25,171,59,1998,2
"224700",112869,31,180,68,1968,4
"224701",112869,31,180,68,1968,4
"224702",112869,34,180,68,1972,4
"224840",112941,29,175.539605950945,73.953388285543,1956,4
"224848",112947,21,170,73,1980,3
"224870",112959,31,178,84,1956,4
"224871",112959,35,178,84,1960,4
"224983",113030,33,175.539605950945,73.953388285543,1924,4
"225018",113048,27,175,68,2002,3
"225022",113048,31,175,68,2006,4
"225157",113122,17,175.539605950945,73.953388285543,1992,3
"225186",113141,22,173,67,2006,3
"225414",113259,23,185,91,1994,1
"225539",113326,22,163,76,2002,2
"225540",113326,26,163,76,2006,2
"225541",113326,30,163,76,2010,4
"225577",113352,17,163,73.953388285543,2014,2
"225708",113417,24,170,62,2014,2
"225710",113417,24,170,62,2014,2
"225723",113421,31,183,66,2014,4
"225724",113421,31,183,66,2014,4
"225899",113511,24,183,74,2014,3
"225953",113544,26,192,80,1984,1
"225973",113555,20,180,88,1992,3
"225976",113555,26,180,88,1998,1
"225978",113555,30,180,88,2002,1
"226089",113621,23,184,90,1998,1
"226091",113621,32,184,90,2006,1
"226108",113636,26,175.539605950945,73.953388285543,1936,3
"226121",113645,22,169,64,2006,2
"226281",113727,29,176,68,1972,4
"226559",113856,29,183,67,2010,4
"226560",113856,29,183,67,2010,4
"226561",113856,29,183,67,2010,4
"226635",113899,21,175.539605950945,73.953388285543,1952,3
"226741",113937,23,178,80,2014,3
"227024",114084,19,163,62,2010,2
"227025",114084,19,163,62,2010,2
"227029",114084,23,163,62,2014,2
"227030",114085,23,175,71,2002,3
"227031",114085,27,175,71,2006,3
"227032",114085,31,175,71,2010,4
"227049",114097,39,174,65,1998,4
"227052",114099,38,176,84,2014,4
"227071",114108,25,193,93,2010,1
"227131",114130,26,175.539605950945,73.953388285543,1932,3
"227137",114133,22,165,62,2010,2
"227138",114133,26,165,62,2014,2
"227273",114191,33,181,75,2002,4
"227274",114191,37,181,75,2006,4
"227318",114213,19,166,60,2014,2
"227526",114310,28,180,82,1994,1
"227534",114314,24,191,112,1984,1
"227671",114387,20,163,62,2014,2
"227717",114413,21,178,91,1980,3
"227718",114413,25,178,91,1984,1
"227719",114413,29,178,91,1988,1
"227847",114455,23,174,83,1964,3
"227848",114455,27,174,83,1968,3
"227888",114482,22,180,83,1972,3
"227889",114482,26,180,83,1976,1
"227900",114486,24,183,93,2010,1
"227958",114511,23,175.539605950945,73.953388285543,1960,3
"227987",114521,24,180,78,1988,3
"228083",114572,24,177,62,2002,3
"228086",114572,28,177,62,2006,4
"228091",114572,32,177,62,2010,4
"228094",114572,36,177,62,2014,4
"228111",114577,19,183,77,2014,3
"228141",114590,32,188,100,2002,1
"228172",114609,29,182,95,2014,1
"228344",114689,28,170,68,1964,4
"228458",114733,23,175,75,1998,3
"228547",114778,27,170,80,1972,3
"228600",114797,25,170,73,1984,3
"228633",114816,20,184,70,1972,3
"228671",114834,25,187,80,1992,1
"228737",114859,28,169,53,2010,2
"228738",114859,32,169,53,2014,4
"228787",114887,20,192,94,1984,1
"228788",114887,25,192,94,1988,1
"228833",114909,28,170,73.953388285543,1932,4
"228845",114914,25,175.539605950945,73.953388285543,1952,3
"228847",114914,29,175.539605950945,73.953388285543,1956,4
"228852",114917,17,175.539605950945,73.953388285543,1964,3
"228854",114919,25,171,71,1960,3
"228856",114920,25,154,52,1960,2
"228859",114920,29,154,52,1964,2
"228869",114924,19,181,75,1976,3
"228871",114924,23,181,75,1980,3
"228872",114924,23,181,75,1980,3
"228885",114929,24,183,74,1972,3
"228886",114929,24,183,74,1972,3
"228887",114929,28,183,74,1976,3
"228888",114929,28,183,74,1976,3
"228896",114931,26,188,84,1980,1
"228897",114931,26,188,84,1980,1
"228969",114961,27,169,73.953388285543,1976,3
"229011",114983,22,167,59,2006,2
"229027",114996,23,175,79,1968,3
"229114",115032,22,187,87,1964,1
"229132",115044,31,188,108,1984,1
"229142",115048,31,173,68,1998,4
"229156",115054,22,168,60,1972,2
"229178",115070,33,175.539605950945,73.953388285543,1932,4
"229187",115077,41,175.539605950945,73.953388285543,1932,4
"229214",115090,42,175.539605950945,73.953388285543,1932,4
"229448",115201,24,175.539605950945,73.953388285543,1948,3
"229471",115213,23,160,60,2014,2
"229476",115216,22,175.539605950945,73.953388285543,1960,3
"229478",115216,26,175.539605950945,73.953388285543,1964,3
"229479",115216,26,175.539605950945,73.953388285543,1964,3
"229488",115220,21,175.539605950945,73.953388285543,1936,3
"229531",115245,27,173,75,1994,3
"229533",115247,23,178,77,1936,3
"229608",115287,26,173,53,2014,2
"229609",115287,26,173,53,2014,2
"229625",115295,21,183,84,1980,3
"229652",115308,26,178,78,1988,3
"229669",115319,33,176,75,2010,4
"229841",115391,21,170,71,1994,3
"229842",115391,25,170,71,1998,3
"229888",115409,29,183,72,1952,4
"229917",115419,21,158,73.953388285543,2014,2
"229918",115419,21,158,73.953388285543,2014,2
"229947",115441,32,190,89,1964,1
"229955",115443,27,171,69,1998,3
"229999",115464,27,173,58,1998,2
"230056",115493,23,175,77,1994,3
"230057",115493,23,175,77,1994,3
"230089",115503,26,183,79,1976,1
"230129",115525,24,175.539605950945,73.953388285543,1984,3
"230188",115551,30,175.539605950945,73.953388285543,1948,4
"230342",115616,25,178,81,1998,3
"230343",115616,33,178,81,2006,4
"230387",115638,25,167,60,1960,2
"230390",115638,29,167,60,1964,2
"230393",115638,33,167,60,1968,4
"230579",115731,22,170,74,1994,3
"230582",115731,26,170,74,1998,3
"230623",115753,28,183,92,2014,1
"230700",115795,21,178,79,1980,3
"230707",115801,29,187,95,2002,1
"230710",115802,21,175.539605950945,73.953388285543,1932,3
"230778",115823,25,182,76,1988,3
"230779",115823,25,182,76,1988,3
"230796",115832,23,182,84.5,1994,1
"230865",115864,30,181,73,2010,4
"230914",115888,49,175.539605950945,73.953388285543,1924,4
"230982",115917,27,175.539605950945,73.953388285543,1924,3
"230983",115917,27,175.539605950945,73.953388285543,1924,3
"231036",115939,26,175.539605950945,73.953388285543,1936,3
"231430",116122,24,183,98,2014,1
"231514",116155,23,174,73,1968,3
"231536",116159,23,175.539605950945,73.953388285543,1928,3
"231773",116267,32,159,54,1976,2
"231780",116269,28,188,89.5,1988,1
"231878",116322,29,187,86.5,1998,1
"231946",116362,34,180,81,1952,4
"231947",116363,29,175.539605950945,73.953388285543,1928,4
"231952",116366,27,175.539605950945,73.953388285543,1928,3
"232017",116404,23,186,67,1988,3
"232018",116404,23,186,67,1988,3
"232019",116404,27,186,67,1992,3
"232020",116404,27,186,67,1992,3
"232046",116413,34,182,80,2010,4
"232049",116413,34,182,80,2010,4
"232054",116413,38,182,80,2014,4
"232110",116444,19,155,47,1984,2
"232132",116456,19,162,58,1998,2
"232133",116456,23,162,58,2002,2
"232175",116476,21,161,56,2010,2
"232300",116539,25,174,72,2010,3
"232303",116539,29,174,72,2014,4
"232363",116566,34,193,100,2006,1
"232364",116567,35,186,100,2006,1
"232422",116593,27,170,75,1998,3
"232423",116593,31,170,75,2002,4
"232424",116593,35,170,75,2006,4
"232520",116628,23,170,68,1972,3
"232594",116667,29,179,78,1988,4
"232664",116701,37,183,93,2002,1
"232666",116703,22,175,81,1980,3
"232667",116704,25,185,91,2010,1
"232692",116715,25,175.539605950945,73.953388285543,1932,3
"232754",116754,33,173,64,2002,4
"232786",116762,28,164,61.5,1972,2
"232788",116762,32,164,61.5,1976,4
"232946",116851,27,189,73.953388285543,2010,1
"232959",116858,22,188,81,1984,1
"232960",116858,22,188,81,1984,1
"232961",116858,22,188,81,1984,1
"232962",116858,22,188,81,1984,1
"232965",116858,26,188,81,1988,1
"232966",116858,26,188,81,1988,1
"232979",116863,28,176,75,1988,4
"232993",116872,32,165,59,2006,4
"232994",116872,36,165,59,2010,4
"233001",116876,29,181,62,2006,4
"233042",116897,23,186,86,1992,1
"233082",116916,24,185,77,2010,3
"233085",116916,24,185,77,2010,3
"233086",116916,24,185,77,2010,3
"233088",116916,28,185,77,2014,1
"233090",116916,28,185,77,2014,1
"233163",116962,25,176,72,1964,3
"233164",116963,25,175.539605950945,73.953388285543,1952,3
"233168",116966,30,180,80,1994,4
"233204",116982,33,189,91,1964,1
"233230",116991,19,158,53,1988,2
"233233",116993,27,185,88,1988,1
"233247",116997,27,189,100,2010,1
"233248",116997,27,189,100,2010,1
"233249",116997,27,189,100,2010,1
"233272",117008,27,175.539605950945,73.953388285543,1976,3
"233322",117023,25,187,98,1992,1
"233323",117024,31,186,89,1998,1
"233326",117026,26,183,83,1984,1
"233341",117032,30,163,58,1984,2
"233716",117218,29,190,88,1998,1
"233803",117260,32,165,58,1924,2
"233885",117307,23,175,65,2010,3
"233886",117307,27,175,65,2014,3
"234232",117471,28,179,90,1994,1
"234449",117573,30,174,72,2010,4
"234450",117573,34,174,72,2014,4
"234451",117574,24,175.539605950945,73.953388285543,1932,3
"234452",117574,28,175.539605950945,73.953388285543,1936,4
"234614",117655,24,180,77,2014,3
"234629",117666,32,164,70,2010,4
"234698",117696,35,162,55,2010,4
"234904",117801,23,170,69,1994,3
"234978",117838,27,176,71,1968,3
"235028",117859,23,176,82,1972,3
"235138",117911,23,165,59,2010,2
"235437",118044,26,175,61,2014,3
"235442",118046,30,165,61,2014,2
"235503",118079,26,160,58,1994,2
"235626",118140,35,193,98,2014,1
"235631",118144,20,165,57,2002,2
"235632",118144,20,165,57,2002,2
"235634",118144,24,165,57,2006,2
"235788",118221,25,180,79.5,1988,3
"235790",118221,31,180,79.5,1994,4
"236433",118546,30,175.539605950945,73.953388285543,1948,4
"236435",118546,34,175.539605950945,73.953388285543,1952,4
"236550",118599,28,176,70,1994,4
"236551",118599,28,176,70,1994,4
"236552",118599,28,176,70,1994,4
"236555",118599,32,176,70,1998,4
"236662",118659,30,188,103,1998,1
"236702",118676,26,174,70,1988,3
"236925",118800,23,183,90,2014,1
"237098",118897,28,175.539605950945,73.953388285543,1948,4
"237164",118939,25,178,73.953388285543,1928,3
"237347",119037,30,186,80,2010,1
"237349",119037,30,186,80,2010,1
"237489",119114,26,182,84,2006,1
"237554",119148,20,164,55,2014,2
"237671",119205,26,184,73,1988,3
"237717",119226,24,182,73,2014,3
"237720",119226,24,182,73,2014,3
"237818",119255,30,175.539605950945,73.953388285543,1956,4
"237819",119255,30,175.539605950945,73.953388285543,1956,4
"238087",119398,19,170,60,2006,2
"238088",119398,23,170,60,2010,2
"238132",119418,24,174,71,1976,3
"238135",119418,28,174,71,1980,4
"238278",119477,33,174,86,1964,4
"238280",119477,37,174,86,1968,4
"238281",119478,24,176,84,1964,3
"238308",119485,21,163,68,2014,2
"238312",119489,25,178,73.953388285543,1924,3
"238326",119497,31,180,78,1976,4
"238357",119521,25,174,71,2010,3
"238389",119538,25,175,72,1956,3
"238435",119566,22,180,84,1984,3
"238443",119569,23,182,81,1984,3
"238582",119601,22,196,105,1994,1
"238825",119738,20,173,66,1972,3
"238826",119738,20,173,66,1972,3
"238829",119738,24,173,66,1976,3
"238832",119739,21,177,72,1972,3
"238860",119751,24,178,63,1994,3
"238862",119751,24,178,63,1994,3
"238865",119751,28,178,63,1998,4
"238866",119752,22,167,68,1960,2
"238867",119752,26,167,68,1964,2
"238930",119782,20,167,53,1988,2
"238969",119802,20,180,70,2002,3
"239078",119851,35,180,91,2010,1
"239105",119859,26,181,77,1968,3
"239276",119937,21,178,70,2014,3
"239408",119994,21,175,74,1936,3
"239521",120046,29,178,76,1998,4
"239600",120079,30,193,102,2010,1
"239614",120086,27,188,85,1998,1
"239615",120086,31,188,85,2002,1
"239645",120092,25,181,82,1992,3
"239680",120111,20,163,62,1998,2
"239746",120150,30,167,67,1924,4
"239747",120150,30,167,67,1924,4
"239748",120150,30,167,67,1924,4
"239749",120150,30,167,67,1924,4
"239750",120150,30,167,67,1924,4
"239751",120150,34,167,67,1928,4
"239752",120150,34,167,67,1928,4
"239774",120156,31,175.539605950945,73.953388285543,1952,4
"239798",120166,25,168,58,1964,2
"239875",120202,33,175,72,1964,4
"239876",120202,33,175,72,1964,4
"239964",120242,31,188,85,1994,1
"239978",120254,26,175.539605950945,73.953388285543,1980,3
"240062",120303,30,180,82,1964,1
"240091",120316,21,173,66,1968,3
"240092",120316,21,173,66,1968,3
"240094",120316,25,173,66,1972,3
"240096",120316,29,173,66,1976,4
"240098",120316,33,173,66,1980,4
"240115",120323,23,162,56,1988,2
"240117",120323,23,162,56,1988,2
"240118",120323,23,162,56,1988,2
"240126",120327,33,183,93,1998,1
"240139",120330,23,170,66,2010,2
"240219",120377,20,168,62,2006,2
"240236",120384,23,174,63,1998,3
"240237",120384,23,174,63,1998,3
"240242",120384,31,174,63,2006,4
"240284",120405,22,177,84,1998,3
"240286",120405,30,177,84,2006,4
"240287",120405,34,177,84,2010,4
"240288",120405,38,177,84,2014,4
"240406",120465,30,178,82,1992,4
"240454",120492,23,170,72,2014,3
"240552",120546,32,186,86,1998,1
"240578",120549,21,176,64,1968,3
"240579",120549,21,176,64,1968,3
"240581",120549,25,176,64,1972,3
"240620",120572,29,188,91,2006,1
"240634",120580,22,178,69,2002,3
"240675",120595,29,188,102,2002,1
"240977",120709,21,188,95,2010,1
"240978",120709,25,188,95,2014,1
"241350",120892,29,185,100,2010,1
"241351",120892,33,185,100,2014,1
"241390",120913,21,182,92,1988,1
"241391",120913,21,182,92,1988,1
"241392",120913,25,182,92,1992,1
"241393",120913,25,182,92,1992,1
"241395",120913,27,182,92,1994,1
"241610",121022,26,184,90,1988,1
"241647",121033,30,179,75,2010,4
"241914",121169,22,180,83,1988,3
"241928",121176,27,185,93.5,1998,1
"241932",121177,25,173,65,1980,3
"242196",121311,16,175.539605950945,73.953388285543,1928,3
"242198",121311,36,175.539605950945,73.953388285543,1948,4
"242249",121340,30,187,84,1998,1
"242251",121341,26,160,48,1984,2
"242252",121341,36,160,48,1994,2
"242443",121426,24,160,44,2006,2
"242453",121432,21,165,58,1976,2
"242527",121470,25,181,77,1992,3
"242789",121592,24,168,65,1998,2
"242790",121592,28,168,65,2002,2
"242791",121592,32,168,65,2006,4
"242889",121634,45,175,88,2002,4
"242963",121669,30,187,77,2014,1
"242964",121669,30,187,77,2014,1
"243143",121770,22,183,79,1992,3
"243144",121770,28,183,79,1998,1
"243167",121777,26,185,83,1956,1
"243217",121804,21,173,73,2002,3
"243218",121804,25,173,73,2006,3
"243220",121804,25,173,73,2006,3
"243221",121804,29,173,73,2010,4
"243222",121804,29,173,73,2010,4
"243273",121834,25,175.539605950945,73.953388285543,1948,3
"243289",121842,19,176,63,2014,3
"243309",121853,28,154,47,2002,2
"243310",121854,19,185,79,1972,3
"243311",121854,23,185,79,1976,3
"243312",121854,27,185,79,1980,1
"243313",121854,31,185,79,1984,1
"243315",121855,24,186,84,2010,1
"243316",121855,28,186,84,2014,1
"243491",121940,30,183,90,1998,1
"243535",121967,26,180,83,1992,1
"243613",122004,22,170,50,1992,2
"243618",122005,33,180,83,1948,4
"243766",122078,21,178,77,1928,3
"243779",122085,29,175.539605950945,73.953388285543,1948,4
"243831",122115,39,189,100,2002,1
"243847",122124,29,188,100,2014,1
"244113",122238,20,182,75,2010,3
"244175",122274,25,161,53,1994,2
"244283",122333,22,175.539605950945,73.953388285543,1960,3
"244477",122408,34,153,53,2014,2
"244564",122442,24,181,79,1972,3
"244565",122442,28,181,79,1976,1
"244648",122491,42,175.539605950945,73.953388285543,1928,4
"244703",122518,21,170,64,1998,2
"244704",122518,25,170,64,2002,2
"244773",122550,25,182,83,2006,1
"244775",122550,29,182,83,2010,1
"244776",122550,29,182,83,2010,1
"244931",122648,19,165,70,2010,2
"244935",122650,24,169,65,2010,2
"244950",122653,27,192,83.5,1988,1
"245021",122700,25,165,68,2002,2
"245022",122700,25,165,68,2002,2
"245024",122700,29,165,68,2006,2
"245147",122765,29,157,53,1992,2
"245148",122765,29,157,53,1992,2
"245149",122765,31,157,53,1994,2
"245151",122765,31,157,53,1994,2
"245336",122861,29,185,89,1992,1
"245402",122897,25,183,91,2002,1
"245499",122935,25,180,76,1968,3
"245500",122935,29,180,76,1972,4
"245501",122935,29,180,76,1972,4
"245502",122935,29,180,76,1972,4
"245505",122935,33,180,76,1976,4
"245509",122938,40,175.539605950945,73.953388285543,1956,4
"245512",122940,43,175.539605950945,73.953388285543,1948,4
"245560",122969,26,172,68,1960,3
"245607",122991,26,179,85,1984,1
"245872",123120,23,163,57,1998,2
"246017",123189,23,181,64,2002,3
"246023",123189,31,181,64,2010,4
"246063",123212,26,175,86,1956,3
"246080",123221,25,176,60,1988,3
"246081",123222,24,176,71,1972,3
"246111",123241,25,157,59,1998,2
"246135",123254,18,185,77,1976,3
"246136",123254,22,185,77,1980,3
"246137",123254,22,185,77,1980,3
"246138",123254,22,185,77,1980,3
"246187",123278,38,185,73.953388285543,2010,4
"246199",123284,24,180,73,1988,3
"246202",123284,28,180,73,1992,3
"246203",123284,28,180,73,1992,3
"246205",123284,28,180,73,1992,3
"246206",123284,28,180,73,1992,3
"246209",123284,30,180,73,1994,4
"246414",123386,30,175,73,2010,4
"246650",123499,20,179,72,1994,3
"246826",123586,27,160,45,1992,2
"246827",123586,29,160,45,1994,2
"246898",123616,24,168,60,2010,2
"246900",123616,24,168,60,2010,2
"246905",123616,28,168,60,2014,2
"246939",123637,29,165,62,1964,2
"246948",123641,30,175.539605950945,73.953388285543,1932,4
"246957",123647,25,182,87,1972,1
"246958",123647,25,182,87,1972,1
"246959",123647,29,182,87,1976,1
"246964",123651,39,187,95,2006,1
"246973",123656,33,170,73,1956,4
"246980",123662,22,183,92,1984,1
"246992",123671,25,174,70,2002,3
"246993",123671,25,174,70,2002,3
"246994",123671,25,174,70,2002,3
"247027",123690,33,191,99,2014,1
"247030",123692,22,173,72,1998,3
"247193",123757,23,173,72,1960,3
"247196",123757,27,173,72,1964,3
"247198",123759,34,185,85,2002,1
"247255",123794,20,168,63,2006,2
"247256",123794,24,168,63,2010,2
"247362",123857,23,164,54,1992,2
