"","ID","Age","Height","Weight","Year","cluster"
"71257",36290,24,188,78,1976,1
"71316",36320,20,185,93,1994,1
"71318",36320,32,185,93,2006,1
"71363",36347,20,169,55,2014,2
"71455",36383,23,164,62,2014,2
"71471",36391,19,165,60,1972,2
"71478",36396,26,175.539605950945,73.953388285543,1948,3
"71552",36429,30,165,63,1936,2
"71686",36490,26,173,69,1998,3
"71729",36512,21,183,73,2010,3
"71734",36512,25,183,73,2014,3
"71735",36512,25,183,73,2014,3
"71736",36512,25,183,73,2014,3
"72022",36638,24,172,71,2002,3
"72101",36687,23,169,66,1998,2
"72180",36723,25,168,68,1956,2
"72322",36788,21,183,79,1984,3
"72390",36832,28,178,60,2002,4
"72434",36846,28,163,53,1948,2
"72435",36846,28,163,53,1948,2
"72497",36875,28,175,72,1972,4
"72524",36885,19,153,41,1980,2
"72551",36897,26,169,73,2014,3
"72576",36913,25,175.539605950945,73.953388285543,1932,3
"72707",36965,33,182,79,2006,4
"72709",36966,30,183,87,2006,1
"72710",36966,30,183,87,2006,1
"72820",37014,29,166,59,2002,2
"72840",37025,26,179,94,1984,1
"72892",37043,19,175.539605950945,73.953388285543,1936,3
"72974",37087,21,174,57,2010,2
"72975",37087,25,174,57,2014,2
"72977",37087,25,174,57,2014,2
"73027",37115,25,185,67,2014,3
"73130",37179,30,173,65,2006,4
"73210",37211,21,169,64,1998,2
"73212",37211,25,169,64,2002,2
"73215",37211,29,169,64,2006,4
"73218",37211,29,169,64,2006,4
"73221",37211,33,169,64,2010,4
"73256",37230,24,165,72,1928,2
"73452",37329,30,178,70,1988,4
"73459",37330,23,180,78,1976,3
"73536",37370,21,173,77,2014,3
"73537",37371,35,175,80,2014,4
"73568",37390,20,175,78,1972,3
"74079",37627,22,175,62,1998,3
"74080",37627,22,175,62,1998,3
"74081",37627,22,175,62,1998,3
"74111",37640,28,187,83,1976,1
"74257",37710,31,182,95,1998,1
"74274",37719,30,168,51,2002,2
"74333",37750,28,186,91,1998,1
"74334",37750,32,186,91,2002,1
"74340",37754,28,160,55,1976,2
"74342",37754,28,160,55,1976,2
"74345",37754,32,160,55,1980,2
"74376",37772,29,180,77,1994,4
"74401",37785,26,175.539605950945,73.953388285543,1948,3
"74592",37891,21,183,84,2002,3
"74609",37897,18,184,75,1994,3
"74613",37897,22,184,75,1998,3
"74614",37897,26,184,75,2002,3
"74616",37897,26,184,75,2002,3
"74617",37897,26,184,75,2002,3
"74626",37901,21,170,70,1992,3
"74689",37925,33,179,72,2014,4
"74743",37942,27,187,75,2006,1
"74745",37943,24,182,89,1972,1
"74925",38023,21,157,52,2002,2
"75220",38169,27,172,74,2014,3
"75326",38235,23,175.539605950945,73.953388285543,1952,3
"75409",38284,32,178,72,1998,4
"75539",38349,18,155,46,2006,2
"75736",38449,25,169,68,2014,2
"75739",38450,30,175,72,1976,4
"75741",38450,30,175,72,1976,4
"75801",38480,23,168,63,1992,2
"75807",38480,33,168,63,2002,4
"75809",38481,28,175.539605950945,73.953388285543,1932,4
"76605",38882,22,185,74,1932,3
"76606",38882,26,185,74,1936,3
"76642",38901,31,175.539605950945,73.953388285543,1936,4
"76719",38945,24,170,66,1956,2
"76801",38977,29,163,52,2014,2
"77025",39084,25,175.539605950945,73.953388285543,1952,3
"77081",39125,19,175.539605950945,73.953388285543,1924,3
"77155",39171,22,167,55,1988,2
"77157",39171,28,167,55,1994,2
"77159",39171,28,167,55,1994,2
"77162",39171,32,167,55,1998,2
"77166",39172,17,173,64,1972,3
"77218",39189,30,168,71,2002,4
"77548",39353,19,175,61,2010,3
"77556",39360,49,175.539605950945,73.953388285543,1932,4
"77573",39367,21,176,72,1968,3
"77574",39367,21,176,72,1968,3
"77587",39377,22,183,76,2010,3
"77588",39377,26,183,76,2014,3
"77589",39377,26,183,76,2014,3
"77599",39382,23,168,60,1964,2
"78136",39675,24,177,81,1984,3
"78260",39730,22,172,70,1998,3
"78261",39730,22,172,70,1998,3
"78298",39743,25,185,82,1980,1
"78299",39743,25,185,82,1980,1
"78375",39782,24,185,92,1976,1
"78376",39782,24,185,92,1976,1
"78377",39782,28,185,92,1980,1
"78378",39782,28,185,92,1980,1
"78404",39794,31,175.539605950945,73.953388285543,1928,4
"78449",39814,24,171,61,2010,2
"78461",39820,26,175.539605950945,73.953388285543,1948,3
"78562",39876,24,193,100,2010,1
"78563",39876,28,193,100,2014,1
"78623",39902,24,173,62,1976,2
"79084",40160,24,175.539605950945,73.953388285543,1952,3
"79107",40167,39,185,100,2006,1
"79199",40220,25,164,57,1972,2
"79334",40288,33,175,86,1992,4
"79648",40457,29,172,73,1984,4
"79673",40469,20,165,59,1976,2
"79838",40534,28,178,82,1992,1
"79839",40534,28,178,82,1992,1
"79858",40540,25,175.539605950945,73.953388285543,1956,3
"79937",40577,24,177,80,2010,3
"79960",40586,28,172,68,2014,4
"80087",40650,24,186,80,1998,1
"80091",40650,28,186,80,2002,1
"80119",40661,18,175.539605950945,73.953388285543,1956,3
"80121",40661,26,175.539605950945,73.953388285543,1964,3
"80135",40669,22,170,73,1994,3
"80149",40673,26,158,48,2006,2
"80151",40673,26,158,48,2006,2
"80152",40673,26,158,48,2006,2
"80154",40673,30,158,48,2010,2
"80181",40686,24,169,63,1988,2
"80189",40690,25,175.539605950945,73.953388285543,1956,3
"80193",40691,22,173,68,1976,3
"80223",40710,22,188,104,1980,1
"80281",40745,27,183,99,2010,1
"80317",40767,21,185,89,1968,1
"80376",40794,18,166,50,1968,2
"80526",40877,15,168,58,2002,2
"80527",40877,15,168,58,2002,2
"80665",40953,17,175.539605950945,73.953388285543,1992,3
"80738",40996,21,170,61,2002,2
"80763",41011,19,183,73,2014,3
"80896",41080,19,172,62,1964,2
"80897",41080,19,172,62,1964,2
"80899",41081,18,169,64,1964,2
"80900",41081,18,169,64,1964,2
"80903",41081,22,169,64,1968,2
"80944",41104,18,165,54,2014,2
"80955",41112,21,172,54,1994,2
"80956",41112,21,172,54,1994,2
"81080",41171,27,180,79,1980,3
"81081",41172,25,183,84,1980,1
"81154",41198,26,174,75,1964,3
"81155",41198,30,174,75,1968,4
"81217",41224,21,174,74,1994,3
"81494",41381,23,188,93,1998,1
"81495",41381,27,188,93,2002,1
"81500",41384,24,175.539605950945,73.953388285543,1956,3
"81501",41384,24,175.539605950945,73.953388285543,1956,3
"81601",41424,17,161,50,2014,2
"82059",41667,21,178,75,1994,3
"82068",41669,26,175,72,1976,3
"82095",41688,25,184,88,2014,1
"82268",41785,16,175.539605950945,73.953388285543,1988,3
"82269",41785,22,175.539605950945,73.953388285543,1994,3
"82347",41831,22,183,82,1968,3
"82372",41849,28,167,66,2010,2
"82374",41849,28,167,66,2010,2
"82506",41913,29,173,73.953388285543,1976,4
"82621",41973,19,167,56,2010,2
"82678",42002,28,181,92,1994,1
"82684",42003,26,165,68,2002,2
"82687",42003,26,165,68,2002,2
"82720",42019,26,179,68,2002,3
"82721",42019,26,179,68,2002,3
"82722",42019,26,179,68,2002,3
"82723",42019,30,179,68,2006,4
"82724",42019,30,179,68,2006,4
"82725",42019,30,179,68,2006,4
"82728",42019,34,179,68,2010,4
"82827",42073,19,165,57,2002,2
"82956",42140,32,168,70,1998,4
"82957",42140,36,168,70,2002,4
"82958",42140,40,168,70,2006,4
"82991",42155,22,185,73.953388285543,2014,3
"82992",42155,22,185,73.953388285543,2014,3
"83020",42170,31,180,80,2006,4
"83064",42197,23,173,73,1956,3
"83065",42197,27,173,73,1960,3
"83090",42213,25,178,74,1984,3
"83152",42244,30,160,56,2014,2
"83154",42244,30,160,56,2014,2
"83163",42249,30,182,84,1968,1
"83183",42258,30,175.539605950945,73.953388285543,1924,4
"83184",42258,34,175.539605950945,73.953388285543,1928,4
"83185",42258,38,175.539605950945,73.953388285543,1932,4
"83353",42348,26,170,64,1998,2
"83354",42348,30,170,64,2002,4
"83366",42354,30,189,95,2006,1
"83427",42389,24,175.539605950945,73.953388285543,1928,3
"83468",42404,21,179,83,2014,3
"83530",42448,18,175.539605950945,73.953388285543,1936,3
"83614",42498,20,175.539605950945,73.953388285543,1948,3
"83650",42521,36,173,73.953388285543,1928,4
"83651",42521,40,173,73.953388285543,1932,4
"83717",42556,25,180,81,1960,3
"83758",42579,27,177,81,1960,3
"83857",42615,21,175.539605950945,73.953388285543,1936,3
"83964",42670,24,160,62,1968,2
"83965",42670,24,160,62,1968,2
"84026",42704,21,174,62,2010,3
"84047",42719,25,181,80,1964,3
"84071",42724,33,171,56,2014,4
"84140",42755,26,164,57,1994,2
"84149",42759,29,176,72,2006,4
"84150",42759,29,176,72,2006,4
"84151",42759,29,176,72,2006,4
"84245",42798,30,175,76,2014,4
"84304",42820,28,170,68,2002,4
"84566",42929,31,178,83,2014,4
"84567",42929,31,178,83,2014,4
"84697",42981,27,185,90,1998,1
"84698",42981,31,185,90,2002,1
"84711",42987,29,186,74,1998,1
"84734",43001,23,182,78,1968,3
"84738",43004,21,183,74,1988,3
"84739",43004,27,183,74,1994,3
"84778",43025,22,164,50,1994,2
"84779",43025,26,164,50,1998,2
"84781",43026,22,170,70,2002,3
"84783",43026,30,170,70,2010,4
"84790",43030,24,174,78,1956,3
"84791",43030,24,174,78,1956,3
"84792",43030,28,174,78,1960,4
"84793",43030,28,174,78,1960,4
"84794",43030,32,174,78,1964,4
"84882",43074,25,180,74,2002,3
"84884",43074,29,180,74,2006,4
"84903",43083,20,175.539605950945,73.953388285543,1952,3
"84981",43125,23,192,95,1998,1
"85010",43139,32,181,78,2014,4
"85039",43149,15,162,51,1972,2
"85040",43149,19,162,51,1976,2
"85057",43152,21,180,77,1976,3
"85061",43154,21,179,75,1992,3
"85062",43154,21,179,75,1992,3
"85063",43154,23,179,75,1994,3
"85064",43154,23,179,75,1994,3
"85067",43154,27,179,75,1998,3
"85069",43154,31,179,75,2002,4
"85071",43154,31,179,75,2002,4
"85075",43154,35,179,75,2006,4
"85091",43164,22,175.539605950945,73.953388285543,1960,3
"85114",43174,22,175,80,1992,3
"85115",43174,24,175,80,1994,3
"85241",43239,29,175,66,2006,4
"85244",43239,29,175,66,2006,4
"85246",43239,33,175,66,2010,4
"85247",43239,33,175,66,2010,4
"85317",43267,27,185,71,2010,3
"85318",43267,27,185,71,2010,3
"85320",43267,31,185,71,2014,4
"85336",43275,25,183,80,1968,1
"85342",43278,22,182,67,2002,3
"85344",43278,26,182,67,2006,3
"85463",43327,27,175,70,1988,3
"85600",43396,25,191,80,1960,1
"85601",43396,29,191,80,1964,1
"85602",43396,29,191,80,1964,1
"85605",43396,33,191,80,1968,1
"85607",43396,33,191,80,1968,1
"85608",43397,33,186,88,2010,1
"85610",43398,25,186,80,1972,1
"85611",43398,25,186,80,1972,1
"85614",43401,24,180,73.953388285543,1924,3
"85615",43401,24,180,73.953388285543,1924,3
"85616",43401,24,180,73.953388285543,1924,3
"85617",43401,28,180,73.953388285543,1928,3
"85618",43401,28,180,73.953388285543,1928,3
"85620",43401,32,180,73.953388285543,1932,4
"85626",43404,26,185,89,1980,1
"85633",43409,22,184,88,1988,1
"85799",43501,26,183,85,1992,1
"85810",43511,32,165,68,1998,4
"85913",43561,31,188,95,2002,1
"86236",43712,23,171,61,1992,2
"86239",43712,29,171,61,1998,4
"86286",43735,23,180,75,2002,3
"86288",43735,23,180,75,2002,3
"86289",43735,27,180,75,2006,3
"86488",43849,22,192,88,1988,1
"86526",43872,23,178,72,1968,3
"86527",43872,23,178,72,1968,3
"86579",43908,26,170,63,2006,2
"86610",43924,35,187,78,1998,4
"86632",43936,21,181,90,1976,1
"86722",43978,18,177,68,2002,3
"86737",43983,26,157,60,2010,2
"86811",44035,30,183,84,1956,1
"86813",44036,25,170,73.953388285543,1960,3
"86815",44037,29,159,59,1960,2
"86816",44037,29,159,59,1960,2
"86817",44037,32,159,59,1964,2
"86818",44038,23,190,87,1988,1
"86819",44038,33,190,87,1998,1
"86835",44048,29,185,80,1976,1
"86845",44054,22,160,73.953388285543,1960,2
"86876",44066,25,183,77,2006,3
"86912",44084,33,164,59,1998,4
"86918",44085,24,175,70,1984,3
"86919",44085,24,175,70,1984,3
"86920",44085,28,175,70,1988,4
"86921",44085,28,175,70,1988,4
"86972",44113,26,162,54,1964,2
"86973",44113,30,162,54,1968,2
"86974",44113,30,162,54,1968,2
"86975",44113,30,162,54,1968,2
"87016",44137,22,160,58,2014,2
"87238",44228,23,173,63,1992,3
"87241",44228,29,173,63,1998,4
"87337",44283,30,175.539605950945,73.953388285543,1948,4
"87393",44318,20,164,57,2010,2
"87660",44433,23,163,58,2010,2
"87661",44433,23,163,58,2010,2
"87664",44433,27,163,58,2014,2
"87714",44461,20,177,70,1964,3
"87717",44461,24,177,70,1968,3
"87735",44472,30,178,71,1968,4
"87758",44484,25,160,64,1960,2
"87759",44484,25,160,64,1960,2
"87917",44574,21,172,79,1988,3
"87919",44574,25,172,79,1992,3
"87920",44574,27,172,79,1994,3
"87921",44574,31,172,79,1998,4
"87922",44574,35,172,79,2002,4
"88018",44627,24,185,75,1988,3
"88020",44627,24,185,75,1988,3
"88140",44694,25,182,85,2014,1
"88173",44712,28,175.539605950945,73.953388285543,1936,4
"88174",44712,28,175.539605950945,73.953388285543,1936,4
"88175",44712,28,175.539605950945,73.953388285543,1936,4
"88177",44713,26,175.539605950945,73.953388285543,1948,3
"88193",44724,24,175,77,2006,3
"88205",44728,21,180,76,1936,3
"88207",44729,27,175.539605950945,73.953388285543,1936,3
"88226",44739,23,180,76,1964,3
"88267",44761,26,183,92,2006,1
"88268",44761,30,183,92,2010,1
"88307",44785,22,180,73,1976,3
"88308",44785,26,180,73,1980,3
"88338",44800,28,186,87,1992,1
"88400",44839,22,175.539605950945,73.953388285543,1948,3
"88602",44916,27,173,66,1952,3
"88604",44916,31,173,66,1956,4
"88605",44916,31,173,66,1956,4
"88606",44916,31,173,66,1956,4
"88607",44916,35,173,66,1960,4
"88609",44916,35,173,66,1960,4
"88610",44916,35,173,66,1960,4
"88669",44948,22,175.539605950945,73.953388285543,1948,3
"88956",45099,26,175.539605950945,70,1932,3
"88995",45122,19,173,73.5,1960,3
"89078",45150,25,182,73,1968,3
"89134",45186,28,188,90,1994,1
"89137",45187,27,172,65,1960,2
"89265",45242,21,175,71,2006,3
"89266",45242,25,175,71,2010,3
"89269",45242,25,175,71,2010,3
"89272",45242,29,175,71,2014,4
"89275",45243,23,175,73,2010,3
"89287",45250,31,185,92,2014,1
"89305",45263,19,160,55,1976,2
"89320",45272,25,170,63,2014,2
"89353",45295,25,160,50,1984,2
"89375",45305,27,170,65,2014,2
"89466",45334,22,175.539605950945,73.953388285543,1948,3
"89562",45387,28,183,98,1994,1
"89563",45387,32,183,98,1998,1
"89584",45398,23,186,95,1998,1
"89733",45472,22,170,61,1964,2
"89763",45489,17,173,65,2014,3
"89764",45489,17,173,65,2014,3
"89767",45491,22,173,75,2006,3
"89873",45546,19,175.539605950945,73.953388285543,1948,3
"89922",45571,28,181,75,1998,3
"89923",45571,28,181,75,1998,3
"89927",45571,32,181,75,2002,4
"89928",45571,36,181,75,2006,4
"89931",45571,36,181,75,2006,4
"89936",45571,40,181,75,2010,4
"90026",45620,30,178,82,1992,4
"90031",45622,23,184,64,1998,3
"90032",45622,27,184,64,2002,3
"90034",45622,27,184,64,2002,3
"90046",45630,23,188,80,1992,1
"90047",45630,25,188,80,1994,1
"90081",45646,21,176,67,1998,3
"90091",45651,26,179,86,2006,1
"90108",45661,27,175.539605950945,73.953388285543,1952,3
"90170",45685,19,183,82,2010,3
"90307",45766,22,176,78,1994,3
"90500",45856,26,186,83,1994,1
"90551",45869,19,171,73.953388285543,2014,3
"90584",45895,21,180,63,2006,3
"90615",45911,25,173,58,1994,2
"90617",45911,29,173,58,1998,4
"90618",45911,29,173,58,1998,4
"90891",46043,24,180,81,1968,3
"90938",46075,22,188,89,1994,1
"90972",46095,30,185,84,2014,1
"90978",46098,27,183,91,2014,1
"91064",46143,22,178,82,1980,3
"91111",46177,30,185,95,1998,1
"91146",46199,24,175.539605950945,73.953388285543,1952,3
"91250",46257,29,185,86,1998,1
"91480",46367,28,185,75,1972,1
"91481",46367,28,185,75,1972,1
"91563",46408,33,183,77,1998,4
"91565",46408,41,183,77,2006,4
"91575",46413,34,178,71,2006,4
"91636",46438,27,156,58,1992,2
"91830",46545,21,176,68,1948,3
"91832",46545,25,176,68,1952,3
"91833",46545,25,176,68,1952,3
"91941",46591,31,186,85,2014,1
"91943",46592,25,172,64,1992,2
"91944",46592,27,172,64,1994,2
"92014",46625,29,175.539605950945,73.953388285543,1924,4
"92015",46625,29,175.539605950945,73.953388285543,1924,4
"92016",46625,29,175.539605950945,73.953388285543,1924,4
"92017",46626,35,179,73.953388285543,1924,4
"92036",46635,19,175.539605950945,73.953388285543,1964,3
"92054",46644,26,175.539605950945,73.953388285543,1952,3
"92129",46671,23,172,57,1972,2
"92141",46675,25,187,80,2010,1
"92199",46696,30,168,56,2010,2
"92200",46696,30,168,56,2010,2
"92214",46703,20,177,64,2002,3
"92215",46703,20,177,64,2002,3
"92216",46703,24,177,64,2006,3
"92218",46703,24,177,64,2006,3
"92232",46711,25,174,80,1968,3
"92240",46715,32,182,90,2006,1
"92449",46822,22,182,65,2014,3
"92541",46875,32,190,107,2002,1
"92666",46949,26,178,91,1960,1
"92706",46974,30,173,64,1998,4
"92707",46974,34,173,64,2002,4
"92779",47004,29,191,97,2010,1
"92784",47006,19,175.539605950945,73.953388285543,1928,3
"92785",47006,23,175.539605950945,73.953388285543,1932,3
"92786",47006,39,175.539605950945,73.953388285543,1948,4
"92787",47007,23,175.539605950945,73.953388285543,1928,3
"92788",47007,23,175.539605950945,73.953388285543,1928,3
"92807",47021,26,180,94,2010,1
"92839",47037,16,175.539605950945,73.953388285543,1960,3
"92842",47037,20,175.539605950945,73.953388285543,1964,3
"92950",47097,29,175.539605950945,73.953388285543,1948,4
"92960",47100,30,175.539605950945,73.953388285543,1928,4
"92975",47106,28,180,76,2006,3
"92976",47106,28,180,76,2006,3
"92977",47106,28,180,76,2006,3
"92979",47106,32,180,76,2010,4
"92982",47106,32,180,76,2010,4
"93060",47137,20,163,63,1998,2
"93061",47137,24,163,63,2002,2
"93062",47137,28,163,63,2006,2
"93063",47137,32,163,63,2010,4
"93064",47137,36,163,63,2014,4
"93069",47140,24,183,110,2002,1
"93071",47140,28,183,110,2006,1
"93072",47140,28,183,110,2006,1
"93074",47140,36,183,110,2014,1
"93126",47163,29,165,73.953388285543,1928,4
"93135",47165,21,160,51,1960,2
"93197",47191,20,157,48,1980,2
"93200",47192,21,185,84,1980,1
"93201",47192,21,185,84,1980,1
"93202",47192,21,185,84,1980,1
"93203",47192,21,185,84,1980,1
"93204",47192,21,185,84,1980,1
"93289",47229,22,162,56.5,2006,2
"93290",47229,26,162,56.5,2010,2
"93441",47296,25,175.539605950945,73.953388285543,1932,3
"93517",47337,16,175.539605950945,73.953388285543,1956,3
"93518",47337,20,175.539605950945,73.953388285543,1960,3
"93536",47344,19,175.539605950945,73.953388285543,1964,3
"93544",47351,21,183,87,1998,1
"93546",47351,29,183,87,2006,1
"93552",47355,23,175,71,1968,3
"93640",47400,28,175.539605950945,73.953388285543,1948,4
"93656",47410,23,170,68,2010,3
"93748",47457,24,183,75,2010,3
"93749",47457,24,183,75,2010,3
"93753",47457,28,183,75,2014,1
"93754",47457,28,183,75,2014,1
"93816",47486,23,183,90,1988,1
"93818",47486,29,183,90,1994,1
"93819",47486,33,183,90,1998,1
"93898",47528,27,163,60,1976,2
"93935",47545,22,183,84,2006,3
"94060",47618,15,155,45,1928,2
"94061",47618,19,155,45,1932,2
"94062",47618,23,155,45,1936,2
"94082",47627,24,159,49,2002,2
"94083",47627,24,159,49,2002,2
"94086",47627,28,159,49,2006,2
"94091",47627,32,159,49,2010,2
"94104",47629,27,168,56,2002,2
"94112",47631,26,175.539605950945,73.953388285543,1932,3
"94146",47645,19,168,51,1960,2
"94190",47667,16,170,66,1972,3
"94191",47667,16,170,66,1972,3
"94355",47751,23,175.539605950945,73.953388285543,1952,3
"94425",47786,31,178,85,2006,4
"94498",47828,15,175.539605950945,73.953388285543,1936,3
"94546",47852,27,182,84,2006,1
"94660",47909,26,175.539605950945,73.953388285543,1932,3
"95128",48175,25,175,61,2014,3
"95157",48187,29,182,75,1994,4
"95165",48194,26,180,71,2002,3
"95255",48240,26.0636875439831,175.539605950945,73.953388285543,1928,3
"95290",48253,17,163,53,1980,2
"95319",48268,23,160,55,1976,2
"95322",48268,27,160,55,1980,2
"95324",48270,22,177,78,1984,3
"95374",48293,28,186,79,2002,1
"95378",48293,32,186,79,2006,1
"95386",48298,23,179,64,2002,3
"95388",48298,27,179,64,2006,3
"95389",48298,27,179,64,2006,3
"95390",48298,27,179,64,2006,3
"95394",48299,22,178,77,1976,3
"95431",48315,20,168,72,1964,3
"95486",48343,27,165,53,2014,2
"95542",48375,27,163,56,1994,2
"95590",48396,21,175.539605950945,73.953388285543,1948,3
"95663",48425,29,175.539605950945,73.953388285543,1948,4
"95698",48446,26,185,91,1994,1
"95739",48464,21,162,53,1952,2
"95741",48464,25,162,53,1956,2
"95744",48466,28,180,85,2014,1
"95833",48510,22,162,60,2010,2
"95867",48528,22,179,60,2010,3
"95882",48538,19,178,79,1972,3
"95885",48538,27,178,79,1980,3
"95886",48538,31,178,79,1984,4
"96167",48690,39,175.539605950945,73.953388285543,1928,4
"96175",48695,32,183,95,2002,1
"96228",48722,27,175.539605950945,73.953388285543,1960,3
"96229",48722,27,175.539605950945,73.953388285543,1960,3
"96234",48726,21,170,75,1976,3
"96287",48761,15,160,50,2014,2
"96301",48769,18,171,63,2014,2
"96385",48808,21,178,73,1994,3
"96399",48817,24,173,73,2014,3
"96464",48837,28,175.539605950945,73.953388285543,1924,4
"96527",48871,20,186,80,1984,3
"96528",48871,24,186,80,1988,1
"96529",48872,26,191,94,2014,1
"96538",48877,30,180,69,2002,4
"96542",48877,38,180,69,2010,4
"96618",48911,22,185,98,1972,1
"96619",48911,26,185,98,1976,1
"96631",48921,24,180,89,1994,1
"96654",48931,32,185,84,2006,1
"96775",49003,30,175.539605950945,73.953388285543,1956,4
"96798",49014,24,177,72,1988,3
"96802",49017,18,177,57,2002,3
"96961",49094,24,175,62,2014,3
"97038",49122,28,180,91,2006,1
"97045",49123,26,187,80,1988,1
"97055",49130,23,170,62,1998,2
"97057",49130,27,170,62,2002,2
"97090",49142,24,178,73,1980,3
"97097",49145,20,192,98,1984,1
"97098",49145,24,192,98,1988,1
"97152",49172,27,175.539605950945,73.953388285543,1936,3
"97153",49172,27,175.539605950945,73.953388285543,1936,3
"97167",49178,25,182,78,2010,3
"97168",49178,25,182,78,2010,3
"97170",49178,29,182,78,2014,1
"97172",49178,29,182,78,2014,1
"97208",49200,27,170,70,1968,3
"97272",49237,24,184,78,1968,3
"97313",49259,22,173,64,2002,3
"97415",49304,29,178,104,2010,1
"97416",49304,33,178,104,2014,1
"97417",49304,33,178,104,2014,1
"97462",49333,27,181,78,1972,3
"97463",49333,31,181,78,1976,4
"97500",49350,29,182,79,1972,1
"97501",49351,19,178,85,1964,3
"97502",49351,23,178,85,1968,3
"97503",49351,27,178,85,1972,1
"97504",49351,31,178,85,1976,4
"97605",49403,25,167,58,2006,2
"97639",49422,17,182,65,1992,3
"97640",49422,17,182,65,1992,3
"97641",49422,17,182,65,1992,3
"97643",49422,23,182,65,1998,3
"97661",49431,25,169,65,1998,2
"97806",49493,29,175.539605950945,73.953388285543,1924,4
"97844",49512,26,177,75,1980,3
"97848",49515,26,183,76,2014,3
"97853",49518,27,175.539605950945,73.953388285543,1928,3
"97872",49529,26,175.539605950945,73.953388285543,1952,3
"97879",49532,33,183,95,2006,1
"97924",49564,22,179,82,2002,3
"97925",49564,26,179,82,2006,3
"98029",49613,16,167,56,1968,2
"98030",49613,16,167,56,1968,2
"98033",49613,20,167,56,1972,2
"98034",49613,20,167,56,1972,2
"98086",49645,33,181,68,2002,4
"98107",49658,29,175.539605950945,73.953388285543,1932,4
"98162",49684,33,185,78,2006,4
"98539",49868,29,185,92,2006,1
"98541",49870,26,181,89,1984,1
"98542",49870,26,181,89,1984,1
"98543",49870,30,181,89,1988,1
"98544",49870,30,181,89,1988,1
"98545",49870,34,181,89,1992,1
"98546",49870,36,181,89,1994,4
"98580",49893,22,184,85,1984,1
"98582",49893,30,184,85,1992,1
"98621",49909,21,185,89,1968,1
"98622",49909,25,185,89,1972,1
"98657",49925,21,180,80,1994,3
"98711",49953,25,174,73.953388285543,2014,3
"98748",49975,22,175,79,1956,3
"98775",49987,24,184,68,1994,3
"98778",49987,28,184,68,1998,3
"98796",49996,26,184,82,1972,1
"98883",50050,36,175.539605950945,73.953388285543,1932,4
"99121",50161,22,174,70,2006,3
"99124",50161,30,174,70,2014,4
"99125",50161,30,174,70,2014,4
"99154",50171,22,190,123,1998,1
"99230",50209,49,168,73.953388285543,1948,4
"99308",50261,37,178,84,2002,4
"99355",50292,22,169,63,2010,2
"99439",50330,49,178,80,2006,4
"99483",50354,16,180,82,1972,3
"99496",50359,19,170,58,2014,2
"99581",50390,22,175.539605950945,73.953388285543,1988,3
"99612",50406,23,162,57,2010,2
"99723",50457,26,170,70,1968,3
"99724",50458,22,182,86,1992,1
"99727",50460,26,180,83,1984,1
"99815",50501,31,168,52,2006,2
"100172",50680,31,201,105,1972,1
"100173",50680,31,201,105,1972,1
"100196",50694,26,178,63,2002,3
"100198",50695,26,172,60,2010,2
"100227",50708,28,177,89,1994,1
"100229",50708,32,177,89,1998,1
"100236",50712,23,174,64,1968,3
"100256",50717,27,173,76,1992,3
"100258",50717,29,173,76,1994,4
"100270",50724,26,185,73.953388285543,1928,3
"100272",50724,30,185,73.953388285543,1932,4
"100286",50732,23,172,76,1994,3
"100366",50762,22,170,75,1968,3
"100411",50781,32,183,90,2014,1
"100447",50800,29,175.539605950945,73.953388285543,1928,4
"100530",50839,22,178,76,2006,3
"100531",50839,26,178,76,2010,3
"100532",50839,30,178,76,2014,4
"100585",50859,29,175,72,2002,4
"100587",50859,33,175,72,2006,4
"100588",50859,33,175,72,2006,4
"100590",50859,37,175,72,2010,4
"100628",50885,16,160,73.953388285543,2002,2
"100650",50897,26,175.539605950945,73.953388285543,1948,3
"100682",50914,29,175,64,1948,4
"100687",50917,24,165,58,1960,2
"100690",50917,28,165,58,1964,2
"100766",50951,37,178,92,2002,4
"100795",50969,24,175.539605950945,73.953388285543,1936,3
"100889",51010,24,170,77,2010,3
"100890",51010,28,170,77,2014,4
"101078",51113,30,162,63,1998,2
"101102",51117,32,172,67,2010,4
"101110",51118,21,175.539605950945,73.953388285543,1932,3
"101111",51118,21,175.539605950945,73.953388285543,1932,3
"101131",51132,30,178,81,1960,4
"101151",51140,34,176,72,1998,4
"101193",51156,32,178,79,1956,4
"101485",51317,37,160,56,1960,4
"101612",51387,19,157,55,1992,2
"101718",51448,25,185,77,1992,3
"101761",51463,23,176,60,1956,3
"101772",51468,23,172,61.5,1984,2
"102094",51648,28,157,54,2010,2
"102095",51648,32,157,54,2014,2
"102136",51667,24,166,68,1956,2
"102147",51674,24,185,95,2002,1
"102149",51674,32,185,95,2010,1
"102260",51728,30,165,66,1998,2
"102420",51799,24,181,68,1972,3
"102421",51799,28,181,68,1976,3
"102422",51799,28,181,68,1976,3
"102424",51800,23,172,70,1956,3
"102426",51802,29,165,63,1998,2
"102647",51927,19,164,73.953388285543,2014,2
"102648",51927,19,164,73.953388285543,2014,2
"102650",51929,22,157,60,2010,2
"102836",52033,20,175,73,1976,3
"102845",52037,27,183,95,2010,1
"102846",52037,31,183,95,2014,1
"103016",52119,28,178,61,2006,4
"103028",52124,28,174,68,2014,4
"103029",52124,28,174,68,2014,4
