"","SLNO","Gender","AGE","CASTE","RELIGN","MTONGUE","OCCU","INCOME","Area","WRITE","READ","MATH","TOTAL","Gender_F","Gender_T","OCCU_A","OCCU_C","OCCU_U","OCCU_H","OCCU_B","OCCU_T","RELIGN_H","RELIGN_M","RELIGN_C","CASTE_OT","CASTE_SC","CASTE_ST","MTONGUE_T","MTONGUE_U","MTONGUE_K","MTONGUE_D","MTONGUE_H"
"930",1244,"F",37,"SC","H","T","H",3700,0,14,22,13,49,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"931",3865,"F",16,"OT","H","K","C",4500,0,21,37,14,72,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"932",4180,"F",25,"SC","H","T","C",7500,0,11,13,22,46,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"933",4216,"F",30,"OT","H","T","A",10000,2,19,28,25,72,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"934",2149,"F",35,"OT","H","T","A",8000,0,8,35,16,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"935",1852,"F",35,"OT","H","T","C",7000,0,14,7,0,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"936",1002,"F",45,"OT","H","T","C",6000,0,9,15,23,47,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"937",10,"F",25,"OT","H","T","A",7400,1,4,0,11,23,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"938",2090,"F",20,"OT","H","T","C",7000,5,11,34,13,58,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"939",2468,"F",32,"OT","H","T","C",7500,0,6,9,2,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"940",3546,"F",32,"SC","H","T","C",6000,0,8,34,10,52,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"941",4834,"T",16,"OT","H","U","C",2600,0,13,22,14,49,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"942",5139,"F",35,"OT","H","T","C",12000,0,8,19,14,41,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"943",2051,"F",23,"OT","H","T","C",6500,0,19,34,13,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"944",279,"F",33,"OT","H","T","C",7000,0,21,24,17,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"945",2822,"F",27,"OT","H","T","C",6000,3,13,20,14,47,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"946",1383,"F",30,"SC","H","T","C",3500,0,11,21,12,44,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"947",1067,"F",40,"OT","H","T","C",550,0,14,16,16,46,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"948",2352,"F",23,"OT","H","T","C",7500,0,15,35,16,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"949",4565,"T",28,"OT","H","T","A",3600,1,17,24,22,63,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"950",1856,"F",30,"OT","H","T","C",6700,0,10,20,4,34,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"951",5423,"F",22,"OT","H","U","A",5000,0,9,19,21,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"952",3739,"T",30,"SC","H","T","C",6000,0,17,22,23,62,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"953",4723,"F",29,"OT","H","T","C",6000,0,21,27,14,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"954",4146,"F",30,"OT","H","T","C",4000,0,12,25,26,63,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"955",5582,"F",38,"OT","H","T","C",4000,0,17,35,27,79,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"956",2247,"F",24,"OT","H","T","C",4000,0,17,18,11,46,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"957",4241,"T",40,"OT","H","T","C",7500,0,9,22,11,42,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"958",3359,"T",23,"SC","H","T","C",5000,0,18,27,22,67,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"959",675,"F",17,"SC","H","T","C",300,0,17,28,11,56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"960",3423,"F",28,"OT","H","T","A",6000,0,17,35,25,77,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"961",4548,"T",15,"OT","H","T","A",4000,0,26,34,26,86,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"962",315,"F",18,"OT","H","T","C",2000,0,13,29,5,47,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"963",5348,"F",30,"SC","H","K","C",12000,0,15,13,10,38,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"964",5051,"F",30,"OT","H","U","A",3600,0,5,17,2,24,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"965",3694,"T",27,"SC","H","U","A",6000,3,19,31,28,78,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"966",827,"F",35,"SC","H","T","C",4800,0,7,10,21,38,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"967",1616,"T",20,"SC","H","T","C",5000,0,16,21,11,48,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"968",766,"F",35,"OT","H","T","C",6000,0,15,30,7,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"969",4843,"F",26,"OT","H","U","C",6000,0,10,25,4,39,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"970",1021,"F",30,"OT","H","T","C",3000,0,19,19,14,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"971",3043,"F",20,"OT","H","T","A",5000,3,14,25,25,64,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"972",2433,"T",27,"SC","H","T","C",5000,0,12,34,24,70,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"973",5832,"F",35,"OT","H","T","C",12000,1,22,28,30,80,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"974",4589,"F",37,"SC","H","T","A",3750,0,12,23,14,49,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"975",2316,"F",21,"OT","H","T","A",10000,0,21,39,16,76,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"976",4147,"T",28,"OT","H","T","C",3000,0,7,27,26,60,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"977",5411,"T",35,"OT","H","K","A",2500,0,18,28,17,63,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"978",653,"F",22,"OT","H","T","C",12000,0,12,17,20,49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"979",3254,"F",15,"SC","H","T","C",4500,0,20,25,21,66,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"980",172,"F",24,"OT","H","T","C",4800,0,18,26,8,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"981",1088,"F",31,"OT","H","T","C",6000,0,10,16,11,37,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"982",1375,"F",35,"SC","H","T","C",3600,0,5,27,12,44,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"983",839,"F",35,"SC","H","T","C",4850,2,9,23,8,40,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"984",5233,"F",20,"SC","H","T","C",2500,0,24,31,24,79,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"985",644,"F",19,"OT","H","T","C",5000,0,13,23,14,50,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"986",1868,"F",20,"OT","H","T","C",5000,0,11,24,9,44,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"987",4456,"T",19,"OT","H","T","C",4500,0,18,29,26,73,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"988",270,"F",20,"OT","H","T","A",2000,0,13,29,14,56,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"989",2633,"T",28,"OT","H","T","C",6600,0,15,23,21,59,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"990",523,"F",30,"OT","H","T","C",3500,0,11,8,14,33,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"991",322,"F",25,"OT","H","U","C",5000,0,15,32,12,59,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"992",182,"F",26,"OT","H","T","C",1000,0,5,0,2,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
