"","SLNO","Gender","AGE","CASTE","RELIGN","MTONGUE","OCCU","INCOME","Area","WRITE","READ","MATH","TOTAL","Gender_F","Gender_T","OCCU_A","OCCU_C","OCCU_U","OCCU_H","OCCU_B","OCCU_T","RELIGN_H","RELIGN_M","RELIGN_C","CASTE_OT","CASTE_SC","CASTE_ST","MTONGUE_T","MTONGUE_U","MTONGUE_K","MTONGUE_D","MTONGUE_H"
"1",4727,"F",24,"OT","H","T","A",7500,0,15,28,19,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"2",3947,"F",35,"OT","H","T","A",8000,0,21,25,11,57,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"3",5576,"F",39,"OT","H","U","C",5000,0,16,38,22,76,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"4",2696,"F",20,"OT","H","T","A",3000,0,15,7,3,25,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"5",4892,"F",14,"OT","H","U","U",0,0,0,0,0,23,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"6",3995,"F",30,"OT","H","U","C",5000,0,14,27,23,64,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"7",1361,"F",28,"OT","H","T","C",3500,0,19,30,21,70,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"8",2545,"F",43,"OT","H","T","C",7500,0,12,36,7,55,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"9",2748,"F",22,"OT","H","T","C",5000,3,15,31,20,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"10",2688,"F",31,"OT","H","T","A",5000,2,10,17,14,41,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"11",894,"F",23,"SC","H","T","C",6000,0,20,30,24,74,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"12",3079,"F",17,"OT","H","T","C",3000,0,16,22,26,64,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"13",4004,"F",30,"OT","H","T","C",7000,4,18,30,22,70,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"14",755,"F",25,"SC","H","T","C",3000,0,11,33,7,51,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"15",3102,"F",32,"OT","H","T","C",4000,0,13,19,20,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"16",540,"F",21,"SC","H","T","C",4500,0,12,34,11,57,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"17",2054,"F",30,"OT","H","T","C",8000,0,12,23,22,57,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"18",3773,"T",27,"SC","H","T","C",6000,0,19,25,18,62,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"19",212,"F",40,"SC","H","T","C",5000,0,15,19,11,45,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"20",1559,"F",38,"SC","H","T","C",5000,0,7,7,14,28,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"21",5515,"F",21,"SC","H","T","C",2000,0,19,18,11,48,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"22",5774,"F",27,"OT","H","T","H",0,0,10,25,22,57,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"23",1342,"F",30,"OT","H","T","C",3800,0,17,29,16,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"24",45,"T",20,"OT","H","T","C",5000,0,21,26.5,12,60,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"25",5198,"F",36,"SC","H","T","C",6500,0,12,28,16,56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"26",1105,"F",36,"OT","H","T","C",3000,1,12,17,14,43,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"27",1400,"T",17,"SC","H","T","C",1800,0,15,39,23,77,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"28",4033,"F",27,"OT","H","T","C",2500,0,10,4,21,35,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"29",1889,"F",19,"OT","H","T","C",6000,0,13,24,15,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"30",2407,"F",26,"OT","H","T","C",6000,0,8,35,18,61,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"31",4465,"F",18,"OT","H","T","C",5000,0,21,31,12,64,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"32",1958,"F",16,"SC","H","T","C",10000,0,15,28,6,49,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"33",4849,"F",15,"OT","H","U","C",7500,0,5,19,8,32,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"34",5167,"F",15,"OT","H","T","A",12000,0,17,19,17,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"35",780,"F",30,"OT","H","T","C",2000,0,13,27,18,58,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"36",3930,"F",35,"OT","H","U","A",7000,3,17,39,24,80,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"37",4806,"T",19,"SC","H","T","C",6000,0,12,23,20,55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"38",104,"F",33,"OT","H","T","C",5000,0,9,0,0,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"39",154,"F",22,"SC","H","T","C",3500,0,13,19,17,49,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"40",1752,"T",29,"SC","H","T","H",3000,0,21,21,17,59,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"41",1567,"F",16,"SC","H","T","C",1500,0,13,22,15,50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"42",1395,"F",35,"ST","H","T","C",6000,0,14,21,18,53,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"43",4974,"T",18,"SC","H","U","C",8000,0,10,24,12,46,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"44",1232,"F",31,"OT","H","T","C",3200,0,15,6,1,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"45",1822,"F",27,"OT","H","T","C",6200,0,8,18,8,34,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"46",4434,"F",38,"OT","H","T","C",6000,0,11,33,13,57,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"47",2058,"F",26,"OT","H","T","C",10000,0,18,34,14,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"48",2647,"F",28,"OT","H","T","A",7000,1,17,25,14,56,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"49",4003,"F",29,"SC","H","T","C",6000,0,19,30,23,72,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"50",4524,"F",22,"OT","H","T","A",5000,0,17,27,18,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"51",2560,"F",19,"ST","H","T","C",4500,0,15,32,17,64,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"52",5367,"T",35,"OT","H","T","A",12000,5,19,25,25,69,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"53",4314,"F",29,"SC","H","T","C",5750,0,14,28,18,60,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"54",3475,"T",30,"OT","H","T","C",12000,0,15,30,12,57,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"55",4410,"T",19,"OT","H","T","C",6800,0,19,34,16,69,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"56",2485,"F",20,"OT","H","T","A",7500,0,8,14,18,40,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"57",328,"F",18,"OT","H","T","C",4500,0,25,23,11,59,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"58",5020,"T",24,"OT","H","U","A",12000,0,10,28,30,68,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"59",2772,"F",35,"OT","H","T","C",6000,0,14,22,16,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"60",2108,"F",27,"SC","H","T","C",10000,0,7,22,10,39,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"61",2800,"F",14,"OT","H","T","C",3500,1,14,33,22,69,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"62",1426,"T",37,"SC","H","T","C",6000,0,14,32,13,59,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"63",5905,"F",14,"OT","H","T","C",1200,2,21,23,23,67,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"64",4956,"F",16,"SC","H","T","C",6600,0,10,30,22,62,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"65",3797,"F",26,"OT","H","T","C",4000,0,13,29,13,55,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"66",3305,"T",22,"SC","H","T","C",9400,0,22,34,25,81,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"67",4523,"F",25,"SC","H","T","A",4500,0,8,28,24,60,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"68",4333,"F",40,"SC","H","T","C",7500,0,14,25,21,60,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"69",3387,"F",27,"SC","H","T","C",4000,0,11,10,7,28,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"70",4918,"T",19,"SC","H","U","C",3000,0,7,29,20,56,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"71",4118,"F",13,"OT","H","T","C",7000,0,10,25,24,59,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"72",3966,"F",35,"SC","H","T","C",5000,0,18,34,28,80,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"73",5486,"F",25,"OT","H","U","C",6000,0,20,30,16,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"74",2313,"F",30,"OT","H","T","C",6000,0,17,39,22,78,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"75",825,"T",42,"OT","H","T","A",10000,5,8,32,26,66,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"76",912,"F",22,"OT","H","T","C",6300,0,16,0,0,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"77",2256,"T",23,"OT","H","T","A",10000,0,18,39,17,74,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"78",4399,"F",19,"SC","H","T","C",5100,0,24,27,23,74,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"79",1390,"T",13,"SC","H","T","C",2500,0,12,35,14.5,62,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"80",1943,"F",12,"OT","H","U","A",10000,0,22,28,13,63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"81",3124,"F",18,"OT","H","T","C",4000,0,10,34,25,69,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"82",3614,"F",47,"OT","H","T","C",6000,0,13,3,2,23,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"83",5455,"F",15,"OT","H","U","A",7000,0,11,31,24,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"84",4232,"F",27,"SC","H","T","C",7500,0,10,17,9,36,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"85",4800,"F",31,"SC","H","T","C",8000,0,17,20,20,57,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"86",4564,"F",27,"OT","H","T","A",3400,1,12,23,21,56,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"87",421,"F",22,"SC","H","T","C",4500,0,8,24.5,23,56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"88",564,"F",35,"OT","H","T","C",3600,0,7,22,15,44,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"89",2221,"F",18,"SC","H","T","C",3500,0,20,23,10,53,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"90",2466,"F",38,"OT","H","T","C",9000,0,14,24,14,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"91",3573,"F",32,"OT","H","T","C",3900,0,16,30,15,61,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"92",1880,"F",40,"OT","H","T","C",4000,0,14,29,12,55,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"93",2929,"T",16,"OT","H","T","A",4000,1,15,24,14,53,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"94",2078,"T",32,"OT","H","T","C",8000,0,9,31,14,54,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"95",113,"F",35,"SC","H","T","C",7500,0,22,19,13,54,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"96",3795,"F",27,"OT","H","T","C",6000,0,9,26,6,41,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"97",1511,"F",38,"OT","H","T","A",12000,8,10,35,15,60,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"98",213,"F",30,"OT","H","T","C",2000,0,10,13,18,41,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"99",2837,"F",26,"OT","H","T","C",4000,1,9,30,14,53,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"100",5571,"F",36,"OT","H","U","A",4000,0,14,38,27,79,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"101",2718,"F",27,"ST","H","T","C",8000,0,18,32,21,71,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"102",5756,"T",15,"OT","H","T","C",3500,0,16,25,18,59,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"103",667,"F",32,"OT","H","T","C",3000,0,8,23,0,31,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"104",5072,"T",28,"OT","H","K","A",10000,2,11,29,28,68,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"105",5138,"T",25,"OT","H","U","A",6000,0,13,31,20,64,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"106",4581,"F",35,"OT","H","T","A",6300,0,12,24,22,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"107",1201,"F",20,"OT","H","T","C",5000,0,8,14,14,36,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"108",5417,"T",25,"SC","H","K","A",3600,0,8,24,16,48,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"109",1697,"F",33,"SC","H","T","C",2800,0,9,32,21,62,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"110",1973,"F",40,"SC","H","T","C",10000,0,14,33,6,53,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"111",1928,"F",14,"SC","H","T","C",4000,0,14,28,13,55,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"112",4154,"F",30,"OT","H","T","C",3000,0,11,19,17,47,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"113",3186,"F",18,"OT","H","T","A",10000,3,18,33,23,74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"114",2578,"T",11,"OT","H","T","A",5000,0,16,30,8,54,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"115",2292,"F",27,"SC","H","T","C",5000,0,11,7,4,23,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"116",5325,"F",19,"OT","H","U","A",2000,1,12,28,22,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"117",3241,"T",48,"SC","H","T","C",7500,2,19,30,24,73,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"118",349,"F",22,"OT","H","T","C",7000,0,19,25,11,55,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"119",2473,"F",35,"OT","H","T","C",7500,0,9,21,23,53,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"120",2008,"F",20,"OT","H","T","A",4000,1,16,28,8,52,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"121",232,"T",15,"SC","H","T","C",5000,0,24,25,7,56,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"122",5888,"F",14,"OT","H","T","C",9000,0,21,23,26,70,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"123",4590,"F",18,"OT","H","T","C",3800,0,12,24,13,49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"124",1627,"T",45,"SC","H","T","C",3000,0,8,32,7,47,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"125",5951,"F",27,"OT","H","K","H",10000,2,24,36,23,83,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"126",5306,"T",15,"OT","H","U","C",3600,0,13,28,21,62,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"127",4938,"F",13,"OT","H","T","C",7600,0,6,23,24,53,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"128",5835,"F",15,"OT","H","T","A",10000,4,10,24,16,50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"129",1753,"T",26,"OT","H","T","C",3000,0,18,32,13,63,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"130",1226,"F",23,"OT","M","D","C",3500,0,13,31,4,48,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"131",1007,"F",19,"OT","H","T","C",6000,0,19,14,11,44,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"132",1800,"T",20,"SC","H","U","C",3000,0,12,21,12,45,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"133",5721,"T",35,"OT","H","T","C",3500,0,20,27,17,64,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"134",890,"T",16,"OT","H","T","C",6000,0,23,38,21,82,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"135",1513,"F",38,"ST","H","T","C",5000,0,12,24,12,48,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"136",1735,"T",30,"SC","H","T","C",2800,0,17,34,17,68,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"137",2967,"F",35,"SC","H","T","C",4500,0,11,28,14,53,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"138",5560,"F",35,"OT","H","U","C",3000,0,20,37,28,85,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"139",2025,"F",32,"OT","H","T","C",10000,0,14,26,2,42,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"140",3294,"F",15,"SC","H","T","C",7500,0,17,24,17,58,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"141",3551,"T",48,"OT","H","T","C",4000,0,17,27,17,61,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"142",1913,"F",36,"OT","H","T","A",5000,3,18,34,6,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"143",1552,"F",25,"SC","H","T","C",4200,0,11,20,17,48,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"144",3987,"F",24,"OT","H","T","A",7000,0,12,27,27,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"145",1189,"T",29,"OT","H","T","C",5000,0,7,35,12,54,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"146",5110,"T",19,"OT","H","U","C",3000,0,20,28,22,70,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"147",5703,"T",20,"OT","H","T","C",3500,0,23,17,16,56,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"148",3988,"F",38,"OT","H","T","C",10000,3,19,30,17,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"149",5823,"F",19,"OT","H","T","H",0,0,10,23,23,56,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"150",1234,"F",22,"OT","H","T","C",4000,0,18,33,21,72,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"151",4925,"F",22,"SC","H","U","C",9600,0,14,14,5,33,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"152",3211,"T",13,"SC","H","T","C",2000,0,22,32,18,72,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"153",5711,"T",19,"OT","H","T","A",4000,4,22,4,16,42,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"154",4509,"F",16,"OT","H","T","A",4500,0,22,27,27,76,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"155",4107,"F",28,"OT","H","T","C",3800,0,6,4,16,26,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
