"","SLNO","Gender","AGE","CASTE","RELIGN","MTONGUE","OCCU","INCOME","Area","WRITE","READ","MATH","TOTAL","Gender_F","Gender_T","OCCU_C","OCCU_A","OCCU_B","OCCU_U","OCCU_H","OCCU_T","RELIGN_H","RELIGN_M","RELIGN_C","CASTE_OT","CASTE_ST","CASTE_SC","MTONGUE_T","MTONGUE_U","MTONGUE_K","MTONGUE_D","MTONGUE_H","acheivers"
"867",3905,"F",16,"OT","H","T","A",4750,0,17,7,5,29,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"868",4378,"T",28,"OT","H","T","C",10500,0,11,24,27,62,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"869",3699,"T",14,"SC","H","U","A",5000,1,21,33,21,75,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"870",4594,"F",30,"OT","H","T","C",7200,2,10,24,21,55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"871",3767,"T",32,"OT","H","T","C",1500,0,15,28,22,65,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"872",821,"F",35,"SC","H","T","C",3000,2,11,24,10,45,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"873",2450,"F",27,"OT","H","T","C",7500,0,10,32,9,51,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"874",2082,"F",39,"OT","H","T","C",12000,0,15,32,15,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"875",2365,"F",31,"OT","H","T","C",6000,0,19,28,17,64,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"876",2251,"F",23,"OT","H","T","A",9500,0,17,23,11,51,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"877",135,"T",15,"OT","H","T","C",4000,0,20,32,15,67,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"878",3317,"T",15,"OT","H","T","A",6200,0,18,31,17,66,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"879",1981,"F",19,"SC","H","T","C",10000,0,19,24,18,61,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"880",133,"F",38,"OT","H","T","C",4000,0,23,26,16,65,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"881",1476,"F",30,"OT","H","T","C",4000,0,9.5,22,14,46,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"882",5455,"F",15,"OT","H","U","A",7000,0,11,31,24,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"883",3271,"F",25,"OT","H","T","C",4500,0,16,23,27,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"884",4190,"F",22,"OT","H","T","A",12000,1.5,18,22,20,60,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"885",5909,"T",16,"OT","H","T","C",2000,0,22,35,16,73,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"886",2608,"T",28,"OT","H","T","C",5000,1,9,26,14,49,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"887",3138,"T",31,"OT","H","T","C",6000,0,10,23,19,52,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"888",2015,"F",32,"SC","H","T","C",8000,0,20,24,12,56,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"889",5603,"F",35,"SC","H","T","C",2000,0,17,38,17,72,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"890",3212,"F",45,"OT","H","T","C",4000,0,16,34,23,73,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"891",2428,"F",36,"SC","H","T","C",6750,0,9,35,23,67,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"892",2830,"F",22,"OT","H","T","C",4000,3,12,32,13,57,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"893",2578,"T",11,"OT","H","T","A",5000,0,16,30,8,54,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"894",4179,"F",26,"OT","H","T","A",12000,6,10,22,19,51,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"895",2832,"F",28,"OT","H","T","C",4000,1,13,25,15,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"896",2404,"F",28,"OT","H","T","C",8000,0,11,35,28,74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"897",5175,"F",26,"SC","H","T","C",5000,0,17,16,2,35,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"898",1237,"T",40,"SC","H","T","C",8000,0,19,32,20,71,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"899",4822,"F",29,"SC","H","T","C",5000,0,5,0,20,25,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"900",1362,"F",19,"SC","H","T","C",1400,0,20,40,19,79,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"901",239,"T",18,"OT","H","T","C",4500,0,22,20,19,61,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"902",4854,"F",38,"OT","H","U","C",7000,0,7,19,16,42,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"903",5751,"F",27,"OT","H","T","C",2000,0,23,25,17,65,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"904",2869,"F",35,"SC","H","T","C",3500,1,14,31,16,61,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"905",2469,"F",46,"OT","H","T","C",8500,0,8,5,13,26,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"906",4114,"F",38,"OT","H","T","C",5000,0,21,23,24,68,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"907",2654,"F",26,"SC","H","T","C",5000,0,12,27,14,53,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"908",5248,"T",29,"OT","H","U","A",7000,2,9,17,20,46,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"909",363,"T",14,"OT","H","T","C",2000,0,15,32,15,62,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"910",3757,"T",23,"OT","H","T","A",1500,0.5,23,29,25,77,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"911",1701,"F",20,"SC","H","T","C",3000,0,14,35,22,71,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"912",3125,"F",29,"OT","H","T","A",6000,2,23,34,19,76,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"913",3616,"F",24,"SC","H","T","C",5800,0,14,28,24,66,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"914",5109,"F",32,"SC","H","U","C",8000,0,13,34,23,70,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"915",2378,"F",50,"OT","H","T","C",3500,0,15,35,15,65,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"916",5398,"F",30,"OT","H","U","C",4000,0,8,21,11,40,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"917",4572,"T",42,"OT","H","T","A",3100,0,20,31,10,61,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"918",4983,"T",23,"SC","H","U","C",9000,0,8,26,10,44,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"919",1113,"F",23,"OT","H","T","C",5000,0,14,20,13,47,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"920",968,"F",35,"SC","H","T","C",6000,0,23,35,28,86,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"921",3569,"T",21,"SC","H","T","C",5000,0,8,34,11,53,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"922",4250,"F",30,"OT","H","T","A",10500,1,9,21,22,52,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"923",220,"F",42,"OT","H","T","C",6000,0,16,26,24,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"924",5100,"T",35,"SC","H","K","A",3000,2,17,33,18,68,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"925",1503,"F",48,"SC","H","T","C",4500,0,5,9,17,31,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"926",5296,"F",26,"OT","H","U","A",3500,1,13,26,26,65,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"927",4923,"F",20,"SC","H","U","C",5600,0,14,31,17,62,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"928",4344,"F",28,"OT","H","T","C",4100,0,15,35,24,74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"929",3333,"F",20,"SC","H","T","C",7000,0,26,31,22,79,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"930",4360,"F",27,"SC","H","T","C",9000,0,12,31,25,68,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"931",4231,"F",22,"OT","H","T","C",10000,2,11,23,23,57,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"932",4848,"F",25,"SC","H","U","C",8000,0,7,22,22,51,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"933",4580,"F",38,"OT","H","T","A",3800,0,11,30,21,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"934",1422,"T",33,"SC","H","T","C",3500,0,14,30,14,58,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"935",2295,"F",19,"SC","H","T","C",5000,0,7,22,5,34,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"936",4355,"F",28,"SC","H","T","C",6000,0,16,27,22,65,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"937",2588,"F",26,"OT","H","T","A",6000,0,12,17,11,40,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"938",1332,"F",34,"SC","H","T","C",5000,0,7.5,32.5,23,63,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"939",4351,"F",31,"OT","H","T","C",7500,0,15,33,25,73,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"940",3456,"F",28,"OT","H","T","C",3500,0,15,31,16,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"941",5547,"F",32,"OT","H","U","C",1500,0,14,40,30,84,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"942",5924,"F",25,"OT","H","K","C",4000,0,25,40,18,83,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"943",748,"F",23,"OT","H","T","C",2500,0,10,36,23,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"944",4035,"F",30,"OT","H","T","C",7000,0,10,28,18,56,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"945",1558,"F",28,"SC","H","T","C",4200,0,8,8,14,30,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"946",4606,"F",33,"OT","H","T","C",7400,3,19,31,26,76,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"947",3248,"F",18,"SC","H","T","C",5000,0,22,22,30,74,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"948",892,"F",42,"OT","H","T","C",6000,0,21,33,15,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"949",5584,"T",24,"OT","H","T","U",8000,0,10,12,12,34,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"950",3771,"F",32,"OT","H","T","C",2000,0,16,29,24,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"951",1288,"T",35,"SC","H","T","C",7000,0,14,33,12,59,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"952",4990,"T",16,"SC","H","T","C",6000,0,13,30,12,55,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"953",2610,"F",35,"OT","H","T","A",8000,3,10,23,10,43,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"954",4984,"F",22,"SC","H","U","C",7000,0,13,29,16,58,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"955",2010,"F",29,"OT","H","T","C",5000,2,15,28,5,48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"956",2917,"F",35,"OT","H","T","A",4000,1,13,16,21,50,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"957",4451,"F",18,"OT","H","T","C",7700,0,21,24,18,63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"958",5161,"F",19,"OT","H","T","C",3500,0,15,30,19,64,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"959",2142,"F",22,"OT","H","T","C",4500,0,16,30,16,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"960",1391,"F",32,"OT","M","D","T",6500,0,13,32,7,52,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"961",4447,"T",45,"OT","H","T","C",5800,0,9,31,22,62,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"962",4922,"F",20,"SC","H","U","C",5600,0,12,26,18,56,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"963",696,"F",40,"OT","H","T","C",0,0,13,18,18,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"964",2693,"T",24,"OT","H","T","A",4000,1,9,6,4,21,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"965",1548,"F",23,"SC","H","T","C",2000,0,8,9,14,31,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"966",4245,"T",26,"SC","H","T","C",7000,0,4,0,1,21,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"967",217,"F",18,"OT","H","T","C",8000,0,15,24,21,60,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"968",1854,"F",28,"OT","H","T","C",5000,0,16,23,11,50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"969",2569,"F",26,"OT","H","T","C",4500,0,11,0,18,29,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"970",3822,"T",17,"OT","H","U","C",5000,4,19,21,19,59,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"971",1430,"F",32,"OT","H","T","H",3500,0,25,35,14,74,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
"972",4063,"F",25,"ST","M","D","C",8000,0,10,20,16,46,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"973",27,"T",31,"OT","H","K","A",7500,1.5,18,27.5,5,51,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"974",5812,"F",21,"OT","H","T","C",6000,0,25,24,13,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"975",1209,"F",19,"SC","H","T","C",3500,0,13,35,16,64,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"976",4133,"T",19,"SC","H","T","C",7000,0,10,25,24,59,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
