"","SLNO","Gender","AGE","CASTE","RELIGN","MTONGUE","OCCU","INCOME","Area","WRITE","READ","MATH","TOTAL","Gender_F","Gender_T","OCCU_C","OCCU_A","OCCU_B","OCCU_U","OCCU_H","OCCU_T","RELIGN_H","RELIGN_M","RELIGN_C","CASTE_OT","CASTE_ST","CASTE_SC","MTONGUE_T","MTONGUE_U","MTONGUE_K","MTONGUE_D","MTONGUE_H","acheivers"
"187",5739,"T",26,"OT","H","K","A",1550,1.5,11,20.5,18,50,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"188",2527,"F",47,"OT","H","T","C",5100,0,15,26,23,64,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"189",1171,"F",16,"ST","H","T","C",3000,0,16,21,13,50,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"190",5569,"F",29,"OT","H","U","A",5000,0,8,36,30,74,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"191",3815,"F",17,"OT","H","T","A",5600,3,22,18,22,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"192",1722,"T",23,"SC","H","T","C",3000,0,9,33,23,65,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"193",689,"F",23,"OT","H","T","C",3000,3.5,15,19,12,46,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"194",3463,"F",27,"OT","H","T","A",7500,1,13,24,4,41,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"195",694,"F",22,"OT","H","T","C",4500,0,16,30,21,67,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"196",4551,"F",35,"OT","H","T","A",4500,0,16,32,13,61,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"197",2133,"T",21,"OT","H","T","A",10000,0,15,32,12,59,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"198",5518,"F",10,"OT","H","T","A",8000,1,22,26,16,64,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"199",5270,"T",18,"OT","H","U","A",7000,0,17,30,15,62,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"200",4749,"F",20,"OT","H","T","C",9000,5,9,31,14,54,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"201",1843,"T",21,"OT","H","T","C",8000,0,5,29,8,42,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"202",5060,"F",36,"ST","H","U","A",2500,1,0,30,20,50,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"203",4614,"F",27,"SC","H","T","A",7300,1,13,37,21,71,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"204",3524,"F",26,"OT","H","T","C",8000,3,13,34,5,52,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"205",418,"F",23,"SC","H","T","C",4500,0,14,34,22,70,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"206",2429,"F",36,"OT","H","T","C",8600,0,8,35,26,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"207",1985,"F",35,"SC","H","T","C",4000,0,17,18,7,42,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"208",4330,"F",28,"SC","H","T","C",5000,0,12,22,14,48,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"209",1260,"F",30,"OT","H","T","C",5000,0,8,33,20,61,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"210",1682,"F",38,"SC","H","T","C",2700,0,10,19,14,43,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"211",2049,"F",38,"OT","H","T","C",10000,3,15,33,14,62,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"212",3637,"F",24,"SC","H","T","C",7500,0,16,21,24,61,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"213",5136,"F",30,"SC","H","T","C",4000,0,12,10,23,45,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"214",4281,"F",36,"OT","H","T","C",6000,0,9,33,16,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"215",5903,"T",18,"OT","H","U","C",6000,0,12,19,16,47,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"216",208,"F",35,"OT","H","T","C",2000,0,20,26,13,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"217",3269,"F",22,"SC","H","T","C",4500,0,13,16,24,53,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"218",2524,"F",28,"OT","H","T","A",6000,0,10,15,11,36,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"219",3452,"F",28,"OT","H","T","C",12000,0,6,23,11,40,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"220",5468,"T",30,"OT","H","K","A",2000,2,10,31,24,65,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"221",1549,"F",21,"SC","H","T","C",3000,0,6,7,4,21,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"222",3786,"T",22,"OT","H","T","C",1500,0,11,27,8,46,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"223",440,"F",29,"OT","H","T","C",4000,0,13,20,21,54,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"224",410,"F",15,"OT","H","T","A",9000,2,23,27,17,67,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"225",2127,"T",19,"OT","H","T","C",3500,0,14,27,25,66,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"226",1706,"T",29,"SC","H","T","C",2800,0,12,23,15,50,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"227",3164,"F",43,"SC","H","T","C",4000,0,19,34,25,78,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"228",2123,"F",35,"OT","H","T","C",4500,0,11,29,23,63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"229",4853,"F",32,"OT","H","U","C",7000,0,6,19,6,31,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"230",3562,"F",32,"SC","H","T","C",4900,0,10,7,21,38,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"231",2290,"F",26,"SC","H","T","C",8000,0,11,25,6,42,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"232",1719,"F",23,"SC","H","T","C",1500,0,15,35,16,66,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"233",2186,"F",20,"OT","H","T","A",9000,0,16,29,15,60,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"234",4020,"F",35,"OT","H","T","A",8000,1,21,20,17,58,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"235",5428,"T",25,"OT","H","K","A",3500,0,12,26,22,60,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"236",4430,"T",27,"OT","M","D","B",5500,0,15,34,7,56,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"237",1259,"T",22,"SC","H","T","C",7800,0,17,25,22,64,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"238",4103,"F",20,"OT","H","T","C",5000,0,11,22,22,55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"239",3805,"T",36,"OT","H","T","C",6000,0,14,29,23,66,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"240",4045,"F",30,"SC","H","T","C",3000,0,12,31,23,66,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"241",1602,"F",38,"SC","H","T","C",3000,0,7,23,6,36,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"242",4078,"F",25,"SC","H","T","C",3000,0,8,23,23,54,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"243",235,"F",36,"OT","H","T","C",2000,0,22,24,20,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"244",350,"T",14,"OT","H","T","C",7000,0,24,40,17,81,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"245",1601,"F",43,"SC","H","T","C",3000,0,11,20,11,42,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"246",1728,"T",37,"SC","H","T","C",2800,0,10,31,22,63,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"247",5471,"T",20,"ST","H","K","A",4000,1,10,31,14,55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"248",2229,"F",19,"SC","H","T","C",5000,0,23,39,17,79,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"249",2126,"T",40,"OT","H","T","C",4500,0,20,34,24,78,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"250",4820,"F",35,"SC","H","T","H",6000,0,16,25,22,63,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"251",4842,"T",29,"OT","H","U","C",4000,0,1,6,0,21,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"252",758,"F",26,"OT","H","T","C",6500,0,10,20,13,43,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"253",3525,"F",29,"OT","H","T","C",4700,0,10,21,0,31,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"254",4520,"T",35,"OT","H","T","A",4500,0,20,35,27,82,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"255",1931,"F",18,"OT","H","T","C",4000,0,19,27,12,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"256",5170,"F",32,"OT","H","T","C",6000,0,21,30,21,72,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"257",1128,"F",30,"OT","H","T","C",3000,0,14,23,12,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"258",5932,"T",18,"OT","H","T","C",8000,3,0,0,0,21,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"259",4306,"F",32,"SC","H","T","C",7500,0,12,18,20,50,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"260",5200,"F",35,"OT","H","U","A",11000,0,10,14,6,30,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"261",1841,"F",38,"OT","H","T","C",8000,0,16,21,8,45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"262",492,"F",43,"OT","H","T","C",4200,0,9,16,15,40,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"263",5196,"T",40,"OT","H","U","A",3000,1,17,15,18,50,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"264",5446,"T",30,"OT","H","U","C",5000,0,8,24,15,47,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"265",3826,"T",25,"OT","H","U","C",5000,0,17,37,4,58,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"266",5825,"F",26,"OT","H","U","A",6000,2,26,31,6,63,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"267",2508,"F",31,"OT","H","T","C",7100,0,6,33,14,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"268",656,"F",24,"OT","H","T","C",3500,0,9,8,11,28,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"269",3849,"T",21,"OT","H","T","A",6000,2,12,25,8,45,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"270",4167,"T",25,"OT","H","T","C",8500,0,10,21,22,53,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"271",2756,"T",32,"OT","H","T","C",4800,0,21,21,14,56,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"272",974,"T",22,"SC","H","T","C",6000,0,11,26,19,56,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"273",3847,"T",15,"OT","H","T","A",750,3,17,37,10,64,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"274",1497,"F",25,"SC","H","T","C",4500,0,6,27.5,12.5,46,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"275",1944,"F",16,"OT","H","U","A",8000,0,22,34,22,78,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"276",1197,"F",25,"OT","H","T","C",3500,0,9,25,14,48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"277",93,"F",29,"OT","H","T","A",2000,1,6,3,17,26,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"278",2143,"F",25,"OT","H","T","C",6000,0,15,27,16,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"279",3198,"T",25,"OT","H","T","C",3000,0,9,33,23,65,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"280",3866,"T",19,"OT","H","U","C",3600,0,13,33,7,53,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"281",4237,"T",36,"SC","H","T","C",7500,0,7,21,21,49,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"282",5400,"F",45,"OT","H","U","C",5000,0,11,30,9,50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"283",927,"F",37,"OT","H","T","A",12000,0,25,29,18,72,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"284",1845,"F",30,"OT","H","T","C",9000,0,16,27,6,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"285",3620,"F",47,"OT","H","T","C",5000,0,17,17,6,40,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"286",1880,"F",40,"OT","H","T","C",4000,0,14,29,12,55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"287",3685,"F",20,"SC","H","K","C",3500,0,16,34,19,69,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"288",1720,"F",21,"SC","H","T","C",5000,0,10,36,16,62,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"289",405,"F",35,"OT","H","T","A",7000,0.5,22,33,18,73,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
